C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='A'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
374 |HD 209021                          |*  |21 57 31.5 +67 08 19                   |     ~   |8.8      |9.1      |     ~   |     ~   |A              |   2|   0
375 |HD 208665                          |** |21 55 23.5382267112 +65 40 08.883961824|     ~   |8.98     |8.88     |     ~   |     ~   |A              |   8|   0
376 |HD 214974                          |SB*|22 40 12.8458047744 +67 09 14.195162736|     ~   |9.19     |8.46     |     ~   |     ~   |A              |  10|   0
377 |HD 1518                            |*  |00 19 49.9285100928 +69 53 13.264005372|     ~   |9.38     |9.10     |     ~   |     ~   |A              |   9|   0
378 |TYC 4297-1393-1                    |*  |01 21 06.2130854208 +68 53 39.874863804|     ~   |11.54    |11.18    |     ~   |     ~   |A              |   0|   0
379 |HD 7993                            |*  |01 21 07.1363773680 +67 46 56.185510368|     ~   |10.03    |9.74     |     ~   |     ~   |A              |   3|   0
380 |BD+66 83B                          |*  |01 00 17.4738084144 +67 17 21.325999632|     ~   |11.89    |11.35    |     ~   |     ~   |A              |   3|   0
381 |HD 8633                            |Pu*|01 27 05.7270820464 +66 58 27.211406556|     ~   |9.74     |9.26     |     ~   |     ~   |A              |  12|   0
382 |HD 9602                            |Pu*|01 36 24.1633050768 +67 56 38.599632636|     ~   |9.55     |9.23     |     ~   |     ~   |A              |   3|   0
383 |BD+63 282                          |*  |02 05 07.8293472552 +64 30 10.950729984|     ~   |10.25    |10.03    |     ~   |     ~   |A              |   4|   0
384 |HD 12207                           |*  |02 02 29.9883423624 +67 06 24.120991404|     ~   |9.91     |9.62     |     ~   |     ~   |A              |   3|   0
385 |V* V558 Cas                        |EB*|02 07 31.7838273960 +65 28 55.650687960|     ~   |9.42     |8.83     |     ~   |     ~   |A              |  19|   0
386 |BD+61 466                          |*  |02 43 00.6304693800 +61 42 07.653591468|     ~   |10.00    |9.77     |     ~   |     ~   |A              |  10|   0
387 |GSC 04051-02239                    |*  |02 35 30.5800462464 +62 00 49.458667392|     ~   |     ~   |13       |     ~   |     ~   |A              |   1|   0
388 |GSC 04047-00978                    |*  |02 42 10.8688737624 +61 35 08.873402640|     ~   |     ~   |11.9     |     ~   |     ~   |A              |   5|   0
389 |BD+57 721B                         |*  |03 24 25.5014966688 +58 26 05.041035996|     ~   |10.95    |10.60    |     ~   |     ~   |A              |   1|   0
390 |HD 22858                           |*  |03 42 55.7706529992 +55 31 14.003828508|     ~   |9.22     |8.96     |     ~   |     ~   |A              |   6|   0
391 |HD 25718                           |SB*|04 07 13.2771788520 +51 37 46.985857032|     ~   |9.55     |9.06     |     ~   |     ~   |A              |  12|   0
392 |BD+48 1075                         |*  |04 18 13.7404394232 +49 02 50.583687936|     ~   |10.73    |9.66     |     ~   |     ~   |A              |   2|   0
393 |HD 27024                           |*  |04 18 27.4695835632 +46 51 11.964360420|     ~   |10.71    |10.30    |     ~   |     ~   |A              |   2|   0
394 |HD 27105                           |*  |04 19 01.6450352184 +46 24 43.908842628|     ~   |10.87    |10.55    |10.89    |     ~   |A              |   1|   0
395 |HD 27106                           |*  |04 19 00.9074786352 +46 24 47.242669284|     ~   |     ~   |     ~   |11.46    |     ~   |A              |   4|   0
396 |HD 276384                          |*  |04 29 58.0407119976 +43 50 24.195990552|     ~   |11.09    |10.85    |     ~   |     ~   |A              |   5|   0
397 |HD 28590                           |*  |04 32 28.5592837104 +44 23 09.588556248|     ~   |9.70     |9.50     |     ~   |     ~   |A              |   3|   0
398 |HD 276483                          |** |04 31 48.984000 +43 34 25.68324        |     ~   |11.587   |11.189   |11.153   |     ~   |A              |   1|   0
399 |HD 276479                          |*  |04 32 43.3766826336 +43 48 47.669159376|     ~   |11.25    |10.80    |     ~   |     ~   |A              |   3|   0
400 |HD 276486                          |*  |04 35 23.6154522816 +43 20 45.755052612|     ~   |11.82    |11.59    |     ~   |     ~   |A              |   2|   0
401 |HD 276578                          |*  |04 38 28.5847535496 +43 31 31.901164284|     ~   |11.39    |10.66    |     ~   |     ~   |A              |   2|   0
402 |HD 180476                          |*  |19 14 41.9955399624 +45 05 11.840787240|     ~   |9.76     |9.65     |     ~   |     ~   |A              |   3|   0
403 |HD 180657                          |Ro*|19 15 15.2663503152 +46 14 53.917722852|     ~   |9.66     |9.60     |     ~   |     ~   |A              |   9|   0
404 |HD 190380A                         |EB*|20 01 40.4107919664 +58 05 45.555734328|     ~   |9.67     |9.43     |     ~   |     ~   |A              |   6|   0
405 |HD 196971                          |*  |20 37 16.7788173456 +63 31 13.512160632|     ~   |9.49     |9.36     |     ~   |     ~   |A              |   2|   0
406 |HD 200613                          |*  |21 01 07.5898053240 +65 34 36.379902720|     ~   |9.25     |9.09     |     ~   |     ~   |A              |   3|   0
407 |HD 204088                          |*  |21 23 01.7041858440 +67 04 50.499081480|     ~   |9.10     |8.85     |     ~   |     ~   |A              |   3|   0
408 |HD 209004                          |*  |21 57 30.5155991472 +67 35 29.311641564|     ~   |9.10     |8.93     |     ~   |     ~   |A              |   6|   0
409 |HD 205480                          |*  |21 32 15.5886975960 +68 45 15.919579440|     ~   |9.20     |9.02     |     ~   |     ~   |A              |   3|   0
410 |HD 208725                          |*  |21 55 11.7818478600 +69 47 09.215774952|     ~   |9.61     |9.49     |     ~   |     ~   |A              |   3|   0
411 |HD 210533                          |*  |22 08 11.4320125008 +69 57 56.770232148|     ~   |8.16     |8.11     |     ~   |     ~   |A              |   7|   0
412 |BD+69 1233                         |*  |22 13 48.3444805512 +70 02 41.424695772|     ~   |9.35     |9.11     |     ~   |     ~   |A              |   6|   0
413 |NSV 14214                          |Pu*|22 33 12.0033658104 +69 23 38.713536204|     ~   |11.27    |10.90    |     ~   |     ~   |A              |   2|   0
414 |HD 224115                          |** |23 55 05.1510400008 +70 45 16.770829824|     ~   |9.29     |9.07     |     ~   |     ~   |A              |   9|   0
415 |HD 2709                            |*  |00 31 29.1373504248 +71 21 35.788412304|     ~   |9.44     |9.37     |     ~   |     ~   |A              |   6|   0
416 |HD 3898                            |*  |00 42 45.1326734160 +70 20 03.352591248|     ~   |9.68     |9.38     |     ~   |     ~   |A              |   3|   0
417 |HD 6248                            |*  |01 05 12.1210379928 +69 39 01.664481780|     ~   |9.71     |9.38     |     ~   |     ~   |A              |   2|   0
418 |HD 6284                            |*  |01 05 24.3760485288 +69 54 44.363416428|     ~   |9.79     |9.57     |     ~   |     ~   |A              |   3|   0
419 |HD 14269                           |*  |02 21 46.2748589952 +68 32 31.040414988|     ~   |9.28     |8.92     |     ~   |     ~   |A              |  12|   0
420 |HD 14370                           |Pu*|02 22 35.0784852792 +68 25 23.952834084|     ~   |9.64     |9.32     |     ~   |     ~   |A              |   9|   0
421 |HD 15237                           |*  |02 30 35.6703781464 +67 34 40.222760916|     ~   |9.70     |9.33     |     ~   |     ~   |A              |   2|   0
422 |BD+62 550                          |*  |03 22 10.6136881992 +62 41 32.565849756|     ~   |9.24     |9.21     |     ~   |     ~   |A              |   5|   0
423 |HD 21354                           |*  |03 30 07.2277178616 +63 07 31.056654000|     ~   |9.68     |9.30     |     ~   |     ~   |A              |   9|   0
424 |HD 21355                           |*  |03 29 55.0884276864 +61 40 09.929748504|     ~   |9.53     |9.45     |     ~   |     ~   |A              |   9|   0
425 |HD 21710                           |*  |03 33 27.0789190968 +61 41 03.214250016|     ~   |9.81     |9.68     |     ~   |     ~   |A              |   2|   0
426 |HD 21260                           |*  |03 28 59.6800612656 +60 52 55.025606208|     ~   |9.92     |9.67     |     ~   |     ~   |A              |   9|   0
427 |HD 21478                           |*  |03 30 58.6575861360 +61 29 10.983123600|     ~   |10.02    |9.80     |     ~   |     ~   |A              |   2|   0
428 |HD 21598                           |*  |03 32 20.1746947704 +60 57 11.511907164|     ~   |9.83     |9.70     |     ~   |     ~   |A              |   4|   0
429 |HD 22087                           |*  |03 36 50.7446583576 +61 02 29.320121364|     ~   |9.44     |9.25     |     ~   |     ~   |A              |   4|   0
430 |HD 22600                           |*  |03 41 27.8369417664 +60 51 50.421510612|     ~   |9.19     |9.14     |     ~   |     ~   |A              |   5|   0
431 |HD 22464                           |** |03 39 55.2628220496 +60 16 56.898516288|     ~   |9.89     |9.44     |     ~   |     ~   |A              |   3|   0
432 |HD 23153                           |** |03 45 50.8136839728 +57 34 12.909202212|     ~   |9.59     |9.40     |     ~   |     ~   |A              |   7|   0
433 |HD 23451                           |*  |03 48 26.8075650792 +59 19 05.464562304|     ~   |10.10    |9.72     |     ~   |     ~   |A              |   2|   0
434 |HD 26513                           |** |04 14 09.935 +51 49 41.02              |     ~   |9.49     |9.29     |9.48     |     ~   |A              |   7|   0
435 |HD 27968                           |*  |04 27 26.7509069688 +50 43 05.329964028|     ~   |9.62     |9.18     |     ~   |     ~   |A              |  16|   0
436 |HD 28063                           |*  |04 28 17.5904550816 +50 41 04.023641652|     ~   |9.75     |9.38     |     ~   |     ~   |A              |   3|   0
437 |HD 276740                          |*  |04 46 47.9760588456 +43 44 43.358095716|     ~   |11.23    |10.69    |     ~   |     ~   |A              |   2|   0
438 |EM* GGA 301                        |Em*|04 48 25.1121945144 +45 13 30.524624616|     ~   |12.99    |12.02    |11.82    |     ~   |A              |   3|   0
439 |HD 178027                          |*  |19 04 49.2818011872 +46 22 03.522525924|     ~   |10.84    |9.18     |     ~   |     ~   |A              |   2|   0
440 |HD 182144                          |*  |19 20 55.4824019808 +49 26 23.495919792|     ~   |9.16     |9.08     |     ~   |     ~   |A              |   5|   0
441 |HD 184658                          |*  |19 32 44.5243076112 +53 49 39.443504952|     ~   |9.69     |9.66     |     ~   |     ~   |A              |   4|   0
442 |HD 189064                          |*  |19 55 00.2925204816 +59 15 05.436264888|     ~   |9.21     |9.26     |     ~   |     ~   |A              |   2|   0
443 |HD 192553                          |*  |20 11 35.3392110696 +64 53 09.128555160|     ~   |9.65     |9.37     |     ~   |     ~   |A              |   2|   0
444 |HD 194443                          |*  |20 21 51.0229152216 +64 38 33.174572352|     ~   |9.79     |9.64     |     ~   |     ~   |A              |   2|   0
445 |HD 195065                          |*  |20 25 24.3329149008 +64 33 05.785855020|     ~   |10.35    |9.78     |     ~   |     ~   |A              |   2|   0
446 |HD 195851                          |*  |20 30 12.7693810320 +64 47 43.906920072|     ~   |9.74     |9.46     |     ~   |     ~   |A              |   3|   0
447 |HD 200076                          |*  |20 57 25.8437370672 +66 51 48.551999544|     ~   |9.28     |9.13     |     ~   |     ~   |A              |   4|   0
448 |HD 197675                          |*  |20 41 27.0851169192 +66 30 40.949819388|     ~   |9.64     |9.40     |     ~   |     ~   |A              |   3|   0
449 |HD 198328                          |*  |20 45 20.8267510560 +68 52 20.662457160|     ~   |9.32     |9.05     |     ~   |     ~   |A              |   7|   0
450 |TYC 4465-2132-1                    |*  |21 24 34.9986996000 +69 53 58.750295676|     ~   |10.88    |10.61    |     ~   |     ~   |A              |   1|   0
451 |BD+73 999                          |*  |22 54 14.8883599824 +74 32 39.721749144|     ~   |9.48     |9.29     |     ~   |     ~   |A              |   2|   0
452 |HD 12818                           |** |02 08 55.7028824421 +70 31 36.508216354|     ~   |9.36     |9.16     |     ~   |     ~   |A              |   9|   0
453 |HD 15592                           |EB*|02 34 38.8251821880 +71 32 19.932076068|     ~   |9.13     |9.07     |     ~   |     ~   |A              |   6|   0
454 |HD 15947                           |SB*|02 37 47.9629238088 +70 05 14.267988384|     ~   |9.62     |9.42     |     ~   |     ~   |A              |   2|   0
455 |HD 16023                           |*  |02 38 17.1426423504 +69 55 48.336838140|     ~   |9.78     |9.52     |     ~   |     ~   |A              |   2|   0
456 |HD 20968                           |*  |03 26 37.2263985648 +64 14 56.879698092|     ~   |9.66     |9.44     |     ~   |     ~   |A              |   8|   0
457 |HD 21872                           |*  |03 35 19.6975567272 +64 51 29.983281768|     ~   |9.85     |9.47     |     ~   |     ~   |A              |   3|   0
458 |HD 25474                           |*  |04 06 21.1124861016 +61 02 25.348182648|     ~   |9.73     |9.39     |     ~   |     ~   |A              |   9|   0
459 |HD 26378                           |*  |04 13 44.9608413648 +59 41 17.139028668|     ~   |10.53    |10.22    |     ~   |     ~   |A              |   3|   0
460 |HD 26646                           |*  |04 16 16.0700115240 +59 37 00.904719036|     ~   |9.30     |9.13     |     ~   |     ~   |A              |   2|   0
461 |HD 27265                           |*  |04 21 17.0559623760 +55 11 16.664132868|     ~   |9.85     |9.36     |     ~   |     ~   |A              |  12|   0
462 |HD 28352                           |*  |04 30 59.2646576184 +52 46 38.229035340|     ~   |9.61     |9.38     |     ~   |     ~   |A              |   5|   0
463 |HD 28496                           |*  |04 32 12.9071471640 +52 12 03.348144936|     ~   |9.75     |9.39     |     ~   |     ~   |A              |   4|   0
464 |AG+52 443                          |*  |04 34 03.2498821728 +53 01 26.440536792|     ~   |10.73    |10.50    |     ~   |     ~   |A              |   2|   0
465 |HD 28692                           |*  |04 34 05.4815598888 +52 41 13.275049740|     ~   |9.67     |9.40     |     ~   |     ~   |A              |   4|   0
466 |HD 28920                           |*  |04 36 06.5235117936 +52 52 27.080865480|     ~   |9.79     |9.52     |     ~   |     ~   |A              |   2|   0
467 |HD 30648                           |*  |04 51 52.1698944864 +47 23 41.074557468|     ~   |9.55     |9.31     |     ~   |     ~   |A              |   2|   0
468 |EM* GGA 302                        |Em*|04 49 05.0086213608 +48 29 08.402338572|     ~   |13.01    |12.53    |12.53    |     ~   |A              |   3|   0
469 |HD 186407                          |*  |19 40 01.5767165352 +64 01 21.627871824|     ~   |9.22     |9.17     |     ~   |     ~   |A              |   4|   0
470 |HD 191135                          |*  |20 04 06.4117575408 +66 17 40.127736732|     ~   |10.16    |9.89     |     ~   |     ~   |A              |   3|   0
471 |HD 196847                          |** |20 35 17.1419233656 +70 30 23.115636828|     ~   |9.73     |9.44     |     ~   |     ~   |A              |   4|   0
472 |HD 197768                          |*  |20 41 12.8749926984 +69 54 18.657035244|     ~   |9.10     |8.87     |     ~   |     ~   |A              |   4|   0
473 |HD 206654                          |*  |21 38 59.1989897088 +74 36 22.523685804|     ~   |9.83     |9.51     |     ~   |     ~   |A              |   3|   0
474 |HD 24140                           |*  |03 55 18.2746604280 +67 25 09.828053112|     ~   |9.90     |9.56     |     ~   |     ~   |A              |   9|   0
475 |BD+61 706                          |*  |04 24 07.5194846160 +62 01 10.530944940|     ~   |10.21    |9.81     |     ~   |     ~   |A              |   4|   0
476 |HD 28445                           |*  |04 32 44.4263691144 +59 52 18.106803264|8.980    |9.200    |9.060    |     ~   |     ~   |A              |  11|   0
477 |HD 28112                           |*  |04 29 21.1930880856 +58 31 37.556209776|     ~   |8.77     |8.65     |     ~   |     ~   |A              |   4|   0
478 |HD 237268                          |*  |04 29 22.3224253176 +58 27 55.774976256|     ~   |9.57     |9.39     |     ~   |     ~   |A              |   8|   0
479 |NAME HD 237312BC                   |** |04 44 59.6784990096 +57 17 44.666007864|     ~   |10.91    |9.90     |11.01    |     ~   |A              |   0|   0
480 |BD+54 791                          |*  |04 40 07.3673318928 +55 16 33.393030168|     ~   |10.24    |9.90     |     ~   |     ~   |A              |   2|   0
481 |HD 29798                           |*  |04 44 29.4364398624 +53 40 52.311729288|     ~   |9.20     |9.03     |     ~   |     ~   |A              |   6|   0
482 |HD 29858                           |*  |04 45 09.1931397552 +53 28 20.075441772|     ~   |9.34     |9.08     |     ~   |     ~   |A              |   5|   0
483 |HD 29894                           |*  |04 45 26.8596038976 +53 38 37.396497408|     ~   |9.33     |9.05     |     ~   |     ~   |A              |   6|   0
484 |HD 30673                           |*  |04 52 21.3480012024 +51 23 39.219615132|     ~   |8.87     |8.21     |     ~   |     ~   |A              |   2|   0
485 |HD 233027                          |** |04 52 21.8621 +51 24 15.002            |     ~   |9.09     |8.94     |     ~   |     ~   |A              |   2|   0
486 |TYC 3355-607-1                     |*  |04 52 29.6122236984 +51 22 02.898656868|     ~   |11.37    |11.01    |     ~   |     ~   |A              |   1|   0
487 |HD 233029                          |*  |04 52 29.0813278200 +51 21 37.413935604|     ~   |11.31    |9.64     |     ~   |     ~   |A              |   2|   0
488 |HD 31948                           |*  |05 02 22.9091354160 +50 29 01.760697276|     ~   |9.57     |9.39     |     ~   |     ~   |A              |   4|   0
489 |HD 32281                           |*  |05 04 34.2502565088 +49 29 53.105619408|     ~   |9.62     |9.44     |     ~   |     ~   |A              |   4|   0
490 |HD 32560                           |*  |05 06 20.0693978928 +46 03 27.463596012|     ~   |9.53     |9.41     |     ~   |     ~   |A              |   7|   0
491 |HD 175010                          |SB*|18 50 53.9436172464 +49 26 43.211056236|     ~   |9.08     |8.96     |     ~   |     ~   |A              |   3|   0
492 |HD 174789                          |dS*|18 49 55.9060274256 +47 38 14.363002140|     ~   |9.41     |9.12     |     ~   |     ~   |A              |  13|   0
493 |HD 187360                          |*  |19 44 49.1656014528 +67 56 27.201076080|     ~   |9.73     |9.53     |     ~   |     ~   |A              |   3|   0
494 |HD 190127                          |*  |19 57 41.3161540464 +71 52 00.533364204|     ~   |9.44     |9.19     |     ~   |     ~   |A              |   4|   0
495 |HD 206153                          |*  |21 34 37.8964363704 +77 10 09.106338540|     ~   |9.93     |9.55     |     ~   |     ~   |A              |   3|   0
496 |HD 14170                           |*  |02 23 45.3060624624 +78 38 28.691921220|     ~   |9.80     |9.57     |     ~   |     ~   |A              |   3|   0
497 |HD 27474                           |*  |04 24 38.7146436048 +65 46 35.602327884|     ~   |10.03    |9.75     |     ~   |     ~   |A              |   3|   0
498 |HD 27593                           |*  |04 25 48.9986823048 +65 47 09.680587332|     ~   |9.93     |9.72     |     ~   |     ~   |A              |   3|   0
499 |HD 30659                           |*  |04 52 55.1157256104 +56 50 51.085505436|     ~   |9.66     |9.23     |     ~   |     ~   |A              |   2|   0
500 |HD 32809                           |*  |05 08 29.5227518808 +50 46 04.702335204|     ~   |9.72     |9.57     |     ~   |     ~   |A              |   9|   0
501 |HD 34410                           |*  |05 19 47.3880260928 +49 18 37.358287632|     ~   |9.48     |9.39     |     ~   |     ~   |A              |   5|   0
502 |HD 34130                           |*  |05 17 26.2825573224 +46 08 06.907544124|     ~   |9.44     |9.36     |     ~   |     ~   |A              |   3|   0
503 |HD 177106                          |*  |18 58 25.0175928384 +66 19 57.201560508|     ~   |9.14     |8.98     |     ~   |     ~   |A              |   8|   0
504 |HD 193963                          |*  |20 16 06.6252748416 +75 20 53.231560728|     ~   |10.69    |10.34    |     ~   |     ~   |A              |   3|   0
505 |HD 189547                          |*  |19 52 42.9498291072 +77 00 56.893199580|     ~   |10.81    |10.48    |     ~   |     ~   |A              |   2|   0
506 |TYC 4585-849-1                     |*  |20 02 54.6795371208 +76 28 31.102811796|     ~   |11.39    |10.98    |     ~   |     ~   |A              |   1|   0
507 |HD 11917                           |*  |02 03 48.4903079952 +81 00 00.046797696|     ~   |9.07     |9.02     |     ~   |     ~   |A              |  11|   0
508 |HD 18457                           |** |03 07 18.8860 +80 25 09.772            |     ~   |8.87     |8.78     |     ~   |     ~   |A              |   2|   0
509 |HD 21548                           |*  |03 37 45.3195439536 +79 18 13.093823592|     ~   |9.15     |8.91     |     ~   |     ~   |A              |   4|   0
510 |BD+75 150                          |*  |03 53 48.8387409312 +75 40 51.393353808|     ~   |11.63    |9.99     |     ~   |     ~   |A              |   2|   0
511 |HD 25483                           |*  |04 10 17.5317119088 +75 10 15.244929948|     ~   |10.82    |10.43    |     ~   |     ~   |A              |   5|   0
512 |TYC 4333-660-1                     |*  |04 24 27.6885951216 +69 53 26.578445280|     ~   |11.22    |11.28    |     ~   |     ~   |A              |   2|   0
513 |HD 28061                           |*  |04 31 36.7229678184 +70 27 23.809237560|     ~   |9.36     |9.09     |     ~   |     ~   |A              |   4|   0
514 |HD 30107                           |*  |04 50 34.6743241008 +70 05 45.514719240|     ~   |9.60     |9.29     |     ~   |     ~   |A              |   4|   0
515 |HD 29932                           |*  |04 48 35.0147439696 +69 11 59.528722416|     ~   |10.02    |9.71     |     ~   |     ~   |A              |   4|   0
516 |HD 30735                           |SB*|04 54 40.2533186136 +64 40 29.646522696|     ~   |9.91     |9.61     |     ~   |     ~   |A              |   3|   0
517 |HD 34873                           |*  |05 23 49.5678911976 +55 25 53.384074860|     ~   |9.65     |9.49     |     ~   |     ~   |A              |   3|   0
518 |HD 34805                           |*  |05 23 06.8514540936 +53 38 20.681177280|     ~   |9.85     |9.51     |     ~   |     ~   |A              |   2|   0
519 |HD 34831                           |*  |05 23 23.4650418888 +53 59 41.818293852|     ~   |9.67     |9.41     |     ~   |     ~   |A              |   2|   0
520 |HD 35422                           |*  |05 27 37.0070897208 +53 45 01.293738768|     ~   |9.29     |9.09     |     ~   |     ~   |A              |   8|   0
521 |HD 35465                           |Em*|05 27 55.1943385944 +53 31 08.048368308|     ~   |9.87     |9.72     |     ~   |     ~   |A              |   3|   0
522 |HD 233105                          |Pu*|05 21 59.0557392648 +52 09 51.836096520|     ~   |9.60     |9.26     |     ~   |     ~   |A              |   2|   0
523 |HD 35233                           |*  |05 26 09.6422375712 +52 38 23.380385136|     ~   |9.65     |9.41     |     ~   |     ~   |A              |   2|   0
524 |HD 35119                           |*  |05 25 06.1507436472 +50 22 21.867524472|     ~   |9.68     |9.37     |     ~   |     ~   |A              |   2|   0
525 |HD 168321                          |*  |18 16 41.4337120896 +47 54 39.956565096|     ~   |8.34     |8.11     |     ~   |     ~   |A              |   9|   0
526 |HD 208390                          |*  |21 37 13.7009000304 +86 26 29.168632536|     ~   |9.10     |8.95     |     ~   |     ~   |A              |   8|   0
527 |HD 1262                            |*  |00 18 39.1620580536 +85 11 15.392828580|     ~   |9.34     |9.13     |     ~   |     ~   |A              |   3|   0
528 |HD 17694                           |*  |03 06 16.2483227784 +84 38 02.672356092|     ~   |9.03     |8.79     |     ~   |     ~   |A              |   2|   0
529 |HD 15341                           |*  |02 41 26.0725731456 +84 16 53.693386320|     ~   |9.61     |9.30     |     ~   |     ~   |A              |   3|   0
530 |HD 28670                           |*  |04 38 39.2488844256 +74 53 37.878309996|     ~   |10.79    |10.67    |     ~   |     ~   |A              |   4|   0
531 |HD 30750                           |*  |04 56 19.5152917968 +70 28 01.221387132|     ~   |9.63     |9.47     |     ~   |     ~   |A              |   3|   0
532 |HD 31304                           |*  |05 00 19.7445555456 +69 25 29.112488796|     ~   |9.79     |9.69     |     ~   |     ~   |A              |   3|   0
533 |HD 33264                           |*  |05 13 54.3243683520 +65 48 12.824713296|     ~   |9.67     |9.49     |     ~   |     ~   |A              |   2|   0
534 |BD+56 1036                         |*  |05 34 18.3059702880 +56 17 36.121998948|     ~   |10.62    |10.15    |     ~   |     ~   |A              |   1|   0
535 |HD 35829                           |*  |05 30 44.6671 +55 20 58.030            |     ~   |9.64     |9.42     |     ~   |     ~   |A              |   1|   0
536 |HD 36385                           |*  |05 34 42.0500670480 +55 22 56.203914792|     ~   |10.16    |9.93     |     ~   |     ~   |A              |   6|   0
537 |HD 36624                           |*  |05 36 18.2457180480 +54 55 38.239939272|     ~   |9.74     |9.54     |     ~   |     ~   |A              |   3|   0
538 |HD 36196                           |*  |05 33 00.6283007880 +51 21 33.492555324|     ~   |9.33     |9.30     |     ~   |     ~   |A              |   3|   0
539 |HD 167893                          |*  |18 12 24.5174788944 +65 59 07.628255484|     ~   |9.05     |8.92     |     ~   |     ~   |A              |   3|   0
540 |HD 815                             |*  |00 16 05.3665359432 +88 24 04.290198804|     ~   |9.32     |9.11     |     ~   |     ~   |A              |   9|   0
541 |HD 17376                           |*  |04 07 05.6927439000 +88 55 21.571889196|     ~   |9.16     |8.84     |     ~   |     ~   |A              |  14|   0
542 |HD 29579                           |*  |04 53 27.4052153760 +81 29 24.234965772|     ~   |9.34     |9.31     |     ~   |     ~   |A              |  12|   0
543 |HD 35420                           |Pu*|05 43 43.7061585480 +83 25 26.876709192|     ~   |9.74     |9.35     |     ~   |     ~   |A              |   2|   0
544 |HD 31962                           |*  |05 15 08.6878902504 +81 57 55.490509116|     ~   |9.71     |9.65     |     ~   |     ~   |A              |   3|   0
545 |BD+54 941                          |*  |05 47 30.9114776616 +54 36 26.687234844|     ~   |11.26    |10.74    |     ~   |     ~   |A              |   1|   0
546 |HD 38461                           |*  |05 49 07.8900093288 +54 47 52.066769496|     ~   |9.79     |9.65     |     ~   |     ~   |A              |   3|   0
547 |BD+48 1314                         |*  |05 51 50.9577883608 +48 44 26.007398556|     ~   |10.06    |9.18     |     ~   |     ~   |A              |   1|   0
548 |HD 162279                          |*  |17 46 51.3482630160 +57 27 58.432179816|     ~   |9.57     |9.47     |     ~   |     ~   |A              |   3|   0
549 |V* GT Dra                          |Ir*|17 39 50.7899856984 +72 57 53.024726304|     ~   |8.30     |8.18     |     ~   |     ~   |A              |  22|   0
550 |HD 160604                          |*  |17 31 17.2097278800 +77 06 04.190353992|     ~   |8.90     |8.85     |     ~   |     ~   |A              |   3|   0
551 |HD 47724                           |*  |07 14 32.7668573880 +86 20 05.768812968|     ~   |9.67     |9.51     |9.4      |     ~   |A              |   5|   0
552 |HD 42703                           |*  |06 18 20.4564146928 +69 52 52.562134128|     ~   |9.84     |9.61     |     ~   |     ~   |A              |   3|   0
553 |HD 42231                           |*  |06 12 52.1095733256 +55 41 05.227280628|     ~   |9.87     |9.79     |     ~   |     ~   |A              |   1|   0
554 |HD 42392                           |*  |06 13 51.6825422280 +55 54 37.375185420|     ~   |9.79     |9.54     |     ~   |     ~   |A              |   3|   0
555 |HD 159967                          |*  |17 33 48.2836294344 +58 46 45.826733028|     ~   |9.03     |8.95     |     ~   |     ~   |A              |   4|   0
556 |HD 153343                          |*  |16 51 57.9689880144 +73 18 29.809377972|     ~   |9.13     |8.99     |     ~   |     ~   |A              |   3|   0
557 |HD 115318                          |*  |13 09 35.2288967616 +84 10 40.629386100|     ~   |9.75     |9.43     |     ~   |     ~   |A              |   3|   0
558 |BD+84 160                          |*  |07 56 06.0381625392 +83 49 41.577988476|     ~   |10.67    |10.40    |     ~   |     ~   |A              |   2|   0
559 |HD 64466                           |*  |08 08 52.8654235824 +82 24 36.155907684|     ~   |9.44     |9.21     |     ~   |     ~   |A              |   3|   0
560 |HD 51321                           |*  |07 08 32.6862928824 +79 26 22.351004664|     ~   |10.05    |9.86     |     ~   |     ~   |A              |   2|   0
561 |HD 57557                           |*  |07 30 04.9190327784 +75 52 31.077667956|     ~   |9.95     |9.78     |     ~   |     ~   |A              |   4|   0
562 |HD 49802                           |*  |06 56 44.2615394184 +71 29 12.909634620|     ~   |9.78     |9.65     |     ~   |     ~   |A              |   3|   0
563 |HD 45877                           |*  |06 34 45.6806124840 +64 37 53.619276324|     ~   |10.55    |9.45     |     ~   |     ~   |A              |   2|   0
564 |HD 46527                           |*  |06 38 43.9297758216 +64 47 19.719446100|     ~   |9.67     |9.50     |     ~   |     ~   |A              |   3|   0
565 |HD 46634                           |*  |06 38 46.3365240072 +62 38 17.304744804|     ~   |9.69     |9.39     |     ~   |     ~   |A              |   2|   0
566 |HD 45687                           |*  |06 32 16.4560114080 +56 33 31.694931216|     ~   |9.66     |9.46     |     ~   |     ~   |A              |   2|   0
567 |HD 237481                          |*  |06 21 55.2943290504 +54 58 52.196047248|     ~   |10.70    |10.34    |     ~   |     ~   |A              |   4|   0
568 |HD 237480                          |*  |06 21 54.8076281568 +54 58 43.880332404|     ~   |10.42    |10.25    |     ~   |     ~   |A              |   2|   0
569 |HD 44387                           |*  |06 24 14.8741826256 +48 41 30.826849236|     ~   |9.49     |9.42     |     ~   |     ~   |A              |   3|   0
