C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:20

sptype='K'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
370 |BD+70 1050                         |*  |19 12 43.5971415600 +71 06 32.359255056|     ~   |11.77    |9.95     |     ~   |     ~   |K              |   1|   0
371 |AG+73 533                          |LP?|20 03 43.4787286656 +73 55 50.513135304|     ~   |11.95    |10.11    |     ~   |     ~   |K              |   1|   0
372 |BD+76 772                          |*  |20 00 31.5936959520 +77 02 37.218860412|     ~   |11.65    |10.05    |     ~   |     ~   |K              |   1|   0
373 |AG+76 755                          |LP?|19 44 49.3448306376 +76 19 27.395995908|     ~   |11.78    |10.40    |     ~   |     ~   |K              |   1|   0
374 |HD 190900                          |*  |19 59 46.9492707768 +75 37 29.081503272|     ~   |11.49    |10.35    |     ~   |     ~   |K              |   3|   0
375 |HD 194315                          |*  |20 17 40.4232565272 +76 09 24.704795124|     ~   |11.11    |10.14    |     ~   |     ~   |K              |   2|   0
376 |1RXS J195313.0+745937              |*  |19 53 13.0 +74 59 37                   |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
377 |TYC 4593-1881-1                    |*  |20 30 08.9338940016 +79 18 18.339019776|     ~   |11.85    |10.74    |     ~   |     ~   |K              |   1|   0
378 |BD+78 707                          |*  |20 12 07.3227035208 +78 54 56.031205500|     ~   |11.52    |9.95     |     ~   |     ~   |K              |   1|   0
379 |BD+76 795                          |*  |20 21 09.7175661792 +76 29 41.153836344|     ~   |11.72    |10.24    |     ~   |     ~   |K              |   1|   0
380 |BD+80 691                          |*  |21 13 42.1471569576 +81 31 46.917597468|     ~   |11.57    |10.47    |     ~   |     ~   |K              |   1|   0
381 |BD+79 676                          |*  |20 32 53.1526662648 +79 33 28.184055732|     ~   |11.63    |10.56    |     ~   |     ~   |K              |   1|   0
382 |BD+79 685                          |*  |20 45 51.9897464088 +80 04 19.059814668|     ~   |11.47    |9.70     |     ~   |     ~   |K              |   1|   0
383 |TYC 4607-1115-1                    |*  |21 32 03.7909620048 +80 02 05.277652224|     ~   |11.66    |10.04    |     ~   |     ~   |K              |   1|   0
384 |BD+78 743                          |*  |21 10 49.2926700744 +79 27 03.779058276|     ~   |11.31    |9.52     |     ~   |     ~   |K              |   1|   0
385 |BD+81 731                          |*  |21 10 40.6089433968 +82 17 31.190467128|     ~   |11.60    |10.54    |     ~   |     ~   |K              |   1|   0
386 |BD+81 763                          |*  |22 00 38.9723492352 +82 23 12.968508336|     ~   |11.55    |10.51    |     ~   |     ~   |K              |   1|   0
387 |TYC 4612-408-1                     |PM*|22 06 07.4712006312 +82 28 54.880639104|     ~   |11.85    |10.88    |     ~   |     ~   |K              |   1|   0
388 |BD+81 766                          |*  |22 05 46.1575662360 +82 29 41.428347756|     ~   |11.86    |10.44    |     ~   |     ~   |K              |   1|   0
389 |BD+81 774                          |*  |22 21 51.8412463488 +82 17 26.696257404|     ~   |12.04    |10.90    |     ~   |     ~   |K              |   1|   0
390 |BD+81 768                          |*  |22 07 07.5404274120 +82 10 30.398970864|     ~   |11.91    |10.47    |     ~   |     ~   |K              |   1|   0
391 |BD+83 659                          |*  |23 30 03.9536572344 +84 02 20.022540720|     ~   |11.92    |10.17    |     ~   |     ~   |K              |   0|   0
392 |BD+83 664                          |*  |23 49 33.2467123848 +84 04 51.984551496|     ~   |12.27    |10.50    |     ~   |     ~   |K              |   1|   0
393 |BD+82 690                          |*  |22 24 08.3989620096 +83 43 39.111688200|     ~   |11.88    |10.13    |     ~   |     ~   |K              |   1|   0
394 |BD+82 697                          |*  |22 38 16.3162393104 +83 00 50.094034812|     ~   |11.96    |10.79    |     ~   |     ~   |K              |   1|   0
395 |BD+82 737                          |*  |23 48 41.2216609392 +83 05 14.768063196|     ~   |11.61    |11.14    |     ~   |     ~   |K              |   1|   0
396 |BD+81 793                          |*  |22 46 02.1812539632 +82 41 46.691202012|     ~   |12.19    |10.42    |     ~   |     ~   |K              |   1|   0
397 |BD+82 33                           |*  |01 24 27.4046677536 +82 49 31.471924080|     ~   |11.36    |10.00    |     ~   |     ~   |K              |   1|   0
398 |BD+80 66                           |*  |02 10 35.2103156280 +81 25 04.392151248|     ~   |10.19    |9.12     |     ~   |     ~   |K              |   1|   0
399 |HD 24420                           |SB*|03 59 52.8147382560 +74 13 59.550157020|     ~   |11.09    |10.73    |     ~   |     ~   |K              |   3|   0
400 |TYC 4510-620-1                     |*  |04 01 28.6889448096 +76 35 26.027627352|     ~   |11.67    |10.47    |     ~   |     ~   |K              |   2|   0
401 |HD 24103                           |*  |03 57 57.5173289184 +76 06 32.195002248|     ~   |11.18    |9.63     |     ~   |     ~   |K              |   3|   0
402 |GSC 04514-01538                    |** |04 07 04.8490410792 +77 16 32.461831380|     ~   |11.397   |10.089   |9.825    |     ~   |K              |   1|   0
403 |BD+71 272A                         |*  |04 46 27.5144558904 +71 27 30.823894944|     ~   |11.57    |10.35    |     ~   |     ~   |K              |   2|   0
404 |BD+57 864                          |*  |05 13 47.4305343864 +58 09 34.782196788|     ~   |11.88    |10.71    |     ~   |     ~   |K              |   1|   0
405 |BD+45 2700                         |*  |18 21 38.5502071800 +45 04 17.414058108|     ~   |11.38    |9.84     |     ~   |     ~   |K              |   1|   0
406 |BD+56 2100                         |*  |18 27 26.5849430544 +57 02 23.639316720|     ~   |11.49    |10.05    |     ~   |     ~   |K              |   1|   0
407 |TYC 4214-1848-1                    |*  |18 26 53.3372797752 +61 15 45.997137180|     ~   |11.43    |11.22    |     ~   |     ~   |K              |   1|   0
408 |BD+61 1760                         |*  |18 36 38.4099414744 +61 39 07.603792596|     ~   |11.30    |10.00    |     ~   |     ~   |K              |   1|   0
409 |BD+61 1767                         |*  |18 40 56.8578765672 +61 42 14.936617440|     ~   |10.54    |9.60     |     ~   |     ~   |K              |   2|   0
410 |TYC 4227-728-1                     |*  |18 36 54.4222831728 +66 07 42.664002924|     ~   |11.97    |10.56    |     ~   |     ~   |K              |   1|   0
411 |HD 170421                          |*  |18 24 42.6394847280 +65 15 04.893913764|     ~   |9.35     |7.81     |     ~   |     ~   |K              |   4|   0
412 |BD+65 1285                         |*  |18 39 44.2612699248 +65 56 18.279698028|     ~   |10.24    |9.29     |     ~   |     ~   |K              |   7|   0
413 |BD+64 1280                         |*  |18 39 30.3240492312 +64 42 10.368947232|     ~   |11.11    |9.96     |     ~   |     ~   |K              |   1|   0
414 |BD+68 1012                         |*  |18 37 49.5330202464 +68 48 55.927478124|     ~   |10.79    |10.17    |     ~   |     ~   |K              |   1|   0
415 |[FS2003] 0991                      |*  |18 49 03.202 +69 23 02.51              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
416 |BD+78 693                          |*  |19 47 10.6944701208 +79 17 59.870468220|     ~   |11.62    |10.32    |     ~   |     ~   |K              |   1|   0
417 |BD+82 614                          |*  |20 21 33.6784600128 +82 32 50.231214708|     ~   |12.02    |10.62    |     ~   |     ~   |K              |   0|   0
418 |BD+81 672                          |*  |19 28 07.9506388320 +82 05 41.020978236|     ~   |11.47    |10.47    |     ~   |     ~   |K              |   1|   0
419 |BD+81 693                          |SB*|19 58 41.8223236800 +81 56 03.242079132|     ~   |12.44    |10.59    |     ~   |     ~   |K              |   1|   0
420 |BD+81 702                          |*  |20 11 29.1117540384 +81 48 25.323032628|     ~   |11.97    |10.63    |     ~   |     ~   |K              |   1|   0
421 |BD+84 465                          |*  |20 16 52.8408469992 +84 40 17.732419176|     ~   |11.96    |10.52    |     ~   |     ~   |K              |   1|   0
422 |BD+84 478                          |*  |20 52 40.7058862176 +84 39 31.941126720|     ~   |12.03    |10.85    |     ~   |     ~   |K              |   6|   0
423 |BD+84 491                          |*  |21 25 02.2747313472 +84 55 20.142288300|     ~   |11.58    |10.46    |     ~   |     ~   |K              |   1|   0
424 |BD+83 589                          |*  |20 29 48.2130827088 +83 30 44.493590664|     ~   |11.30    |10.27    |     ~   |     ~   |K              |   1|   0
425 |BD+83 624                          |*  |21 59 15.9330116448 +84 05 02.648325120|     ~   |11.76    |10.92    |     ~   |     ~   |K              |   1|   0
426 |BD+82 643                          |*  |21 09 25.4219993208 +83 23 31.084574964|     ~   |12.19    |10.56    |     ~   |     ~   |K              |   1|   0
427 |BD+84 524                          |*  |23 08 22.4098026456 +84 54 20.694446496|     ~   |11.28    |10.02    |     ~   |     ~   |K              |   1|   0
428 |BD+84 531                          |*  |23 20 56.9118609576 +85 47 18.025497168|     ~   |12.07    |10.78    |     ~   |     ~   |K              |   1|   0
429 |BD+84 534                          |** |23 40 36.9617601222 +84 48 51.798575303|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   6|   0
430 |BD+83 629                          |RB?|22 10 20.5188379224 +84 39 40.812334848|     ~   |11.78    |10.46    |     ~   |     ~   |K              |   2|   0
431 |1RXS J220856.0+841350              |*  |22 08 56.0 +84 13 50                   |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
432 |[FS2003] 0035                      |*  |00 58 34.500 +84 22 21.50              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
433 |HD 16217                           |*  |02 49 06.2255311584 +83 52 24.911414184|     ~   |9.97     |8.32     |     ~   |     ~   |K              |   9|   0
434 |HD 27953                           |*  |04 36 30.1177945368 +80 15 24.098808672|     ~   |9.61     |8.46     |     ~   |     ~   |K              |   2|   0
435 |BD+79 123                          |*  |04 03 38.6691540408 +79 34 21.502884216|     ~   |11.18    |9.93     |     ~   |     ~   |K              |   1|   0
436 |BD+66 398                          |*  |05 30 04.2822808152 +66 13 20.453541312|     ~   |10.93    |9.46     |     ~   |     ~   |K              |   2|   0
437 |GSC 04089-00790                    |PM*|05 35 00.6525167256 +64 50 38.185197432|     ~   |13.69    |12.82    |12.49    |     ~   |K              |   2|   0
438 |BD+58 838                          |*  |05 26 24.6600282048 +58 37 53.313046716|     ~   |10.58    |10.12    |     ~   |     ~   |K              |   8|   0
439 |BD+57 881B                         |*  |05 26 50.7052773960 +57 48 51.738300216|     ~   |10.88    |10.39    |     ~   |     ~   |K              |   1|   0
440 |BD+47 1190                         |*  |05 43 50.9087751528 +47 37 14.156654412|     ~   |11.22    |10.09    |     ~   |     ~   |K              |   1|   0
441 |BD+48 2648                         |*  |18 09 51.0547243488 +48 49 24.458592108|     ~   |12.12    |11.56    |     ~   |     ~   |K              |   1|   0
442 |[FS2003] 0946                      |*  |18 07 33.098 +61 32 00.49              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
443 |[FS2003] 0968                      |*  |18 19 22.404 +60 55 09.01              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
444 |BD+68 974                          |*  |18 03 38.2930349664 +68 03 14.726400372|     ~   |12.04    |10.81    |     ~   |     ~   |K              |   3|   0
445 |HD 171259                          |*  |18 25 41.2253022768 +74 53 05.165723940|     ~   |9.42     |8.36     |7.8      |     ~   |K              |   5|   0
446 |BD+81 615                          |*  |18 02 56.8043212632 +81 11 49.660663992|     ~   |12.14    |10.62    |     ~   |     ~   |K              |   2|   0
447 |BD+81 635                          |*  |18 30 02.2613116944 +81 29 03.648794388|     ~   |11.77    |10.85    |     ~   |     ~   |K              |   1|   0
448 |HD 170152                          |SB*|18 16 51.9558577320 +78 57 59.970299328|     ~   |9.86     |8.79     |     ~   |     ~   |K              |   8|   0
449 |BD+82 574                          |*  |18 52 11.6424028800 +83 06 05.449231080|     ~   |12.30    |10.89    |     ~   |     ~   |K              |   1|   0
450 |BD+82 575                          |*  |18 57 04.9373612712 +82 16 30.740395728|     ~   |11.94    |10.81    |     ~   |     ~   |K              |   1|   0
451 |BD+81 651                          |*  |19 01 04.8401539344 +82 12 36.574517700|     ~   |11.60    |10.47    |     ~   |     ~   |K              |   1|   0
452 |BD+85 323                          |*  |18 49 21.1973258616 +85 20 52.959323760|     ~   |12.23    |10.69    |     ~   |     ~   |K              |   1|   0
453 |BD+83 566                          |*  |19 41 35.5551974136 +84 18 55.358054208|     ~   |12.07    |10.49    |     ~   |     ~   |K              |   1|   0
454 |BD+82 137                          |*  |05 17 41.5788226056 +82 15 42.651863532|     ~   |11.32    |10.01    |     ~   |     ~   |K              |   1|   0
455 |BD+79 161                          |*  |05 08 59.7564814752 +79 55 27.160016160|     ~   |11.20    |9.55     |     ~   |     ~   |K              |   1|   0
456 |TYC 4524-1797-1                    |*  |05 26 59.4370200864 +76 05 34.197420588|     ~   |12.05    |11.08    |     ~   |     ~   |K              |   2|   0
457 |HIP 27909                          |PM*|05 54 19.8284304864 +76 27 45.904501152|     ~   |11.36    |10.59    |     ~   |     ~   |K              |  12|   0
458 |GSC 04351-00823                    |** |05 28 12.5601846168 +72 42 35.906569452|     ~   |10.880   |10.450   |10.394   |     ~   |K              |   2|   0
459 |TYC 4098-1598-1                    |*  |05 43 57.0826544424 +62 48 25.375328712|     ~   |11.62    |10.72    |     ~   |     ~   |K              |   1|   0
460 |[FS2003] 0930                      |*  |17 55 12.898 +46 49 35.51              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
461 |HD 238750                          |*  |17 45 43.3077221472 +55 45 06.462490176|     ~   |11.35    |9.89     |     ~   |     ~   |K              |   2|   0
462 |TYC 3906-1102-1                    |*  |17 58 26.4047138352 +54 49 24.692162484|     ~   |11.86    |10.97    |     ~   |     ~   |K              |   0|   0
463 |HD 238764                          |*  |17 50 05.0863502256 +58 59 04.049316096|     ~   |10.98    |10.38    |     ~   |     ~   |K              |   2|   0
464 |V* UY Dra                          |V* |17 56 22.1580937392 +58 12 52.606877220|     ~   |11.8     |11.0     |     ~   |     ~   |K              |  13|   1
465 |HIP 86560                          |*  |17 41 20.0509637976 +61 36 18.745016436|     ~   |11.21    |9.61     |     ~   |     ~   |K              |  10|   0
466 |HD 238755                          |*  |17 46 04.8163112928 +59 25 11.993462652|     ~   |10.70    |9.15     |     ~   |     ~   |K              |   2|   0
467 |TYC 3901-677-1                     |*  |17 46 04.9726841904 +59 24 12.169984608|     ~   |10.87    |10.38    |     ~   |     ~   |K              |   1|   0
468 |HD 163587                          |*  |17 53 03.3231194832 +59 57 17.096791680|     ~   |9.66     |8.79     |     ~   |     ~   |K              |   2|   0
469 |BD+63 1372                         |*  |17 41 05.7070089600 +63 38 41.371631592|     ~   |10.93    |9.47     |     ~   |     ~   |K              |   1|   0
470 |BD+63 1373                         |*  |17 44 06.6082349640 +63 27 03.030466320|     ~   |11.02    |10.60    |     ~   |     ~   |K              |   1|   0
471 |BD+63 1379                         |*  |17 48 56.4363121680 +63 09 06.578807292|     ~   |11.20    |9.74     |     ~   |     ~   |K              |   1|   0
472 |BD+65 1199                         |*  |17 37 09.9780795528 +65 36 09.794541636|     ~   |10.79    |9.69     |     ~   |     ~   |K              |   1|   0
473 |BD+68 952                          |*  |17 40 52.6409898288 +68 22 34.105698768|     ~   |11.23    |10.63    |     ~   |     ~   |K              |   1|   0
474 |BD+67 1030                         |RB?|17 41 15.6482621856 +67 33 49.657361472|     ~   |11.55    |10.34    |     ~   |     ~   |K              |   2|   0
475 |RX J1753.8+6852                    |*  |17 53 51.401 +68 52 19.52              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
476 |RX J1744.1+7203                    |RS*|17 44 10.9137675600 +72 03 02.800054224|     ~   |11.17    |10.27    |9.692    |     ~   |K              |  12|   0
477 |TYC 4577-464-1                     |*  |17 43 07.1464104840 +79 37 18.177470112|     ~   |12.85    |11.02    |     ~   |     ~   |K              |   2|   0
478 |TYC 4647-2082-1                    |PM*|17 07 17.4124240944 +83 25 46.775467056|     ~   |11.67    |11.09    |     ~   |     ~   |K              |   1|   0
479 |BD+81 576                          |*  |17 05 19.6816289520 +81 40 12.015191712|     ~   |11.71    |10.64    |     ~   |     ~   |K              |   1|   0
480 |BD+84 367                          |*  |16 24 47.3477111136 +84 19 10.469236296|     ~   |11.51    |10.40    |     ~   |     ~   |K              |   1|   0
481 |HD 41302                           |*  |06 17 43.8651768744 +80 33 51.923935116|     ~   |9.64     |8.56     |     ~   |     ~   |K              |   2|   0
482 |TYC 4529-1265-1                    |*  |06 12 09.1690081944 +77 03 10.945488564|     ~   |11.51    |10.06    |     ~   |     ~   |K              |   1|   0
483 |GSC 04525-01258                    |** |06 08 33.5306364456 +76 12 53.037314100|     ~   |11.494   |10.532   |10.358   |     ~   |K              |   1|   0
484 |HD 43811                           |*  |06 23 11.2429621680 +65 28 43.111360812|     ~   |10.22    |9.28     |     ~   |     ~   |K              |   3|   0
485 |BD+61 865                          |*  |06 15 04.6501309752 +61 32 54.438364068|     ~   |11.30    |9.44     |     ~   |     ~   |K              |   1|   0
486 |[FS2003] 0909                      |PM*|17 40 14.9518659672 +58 54 12.674675448|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   5|   0
487 |BD+61 1674                         |*  |17 33 58.7921473056 +61 32 28.209123312|     ~   |10.23    |9.09     |     ~   |     ~   |K              |   9|   0
488 |[FS2003] 0891                      |PM*|17 23 17.2391287968 +63 33 27.291934872|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   3|   0
489 |BD+64 1189                         |*  |17 16 18.7337863200 +64 46 26.365487592|     ~   |11.29    |9.81     |     ~   |     ~   |K              |   1|   0
490 |RX J1718.3+6754                    |*  |17 18 20.398 +67 54 32.00              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   2|   0
491 |HD 155089                          |*  |17 03 15.6371391288 +70 50 03.287801616|10.240   |9.500    |8.510    |     ~   |     ~   |K              |  14|   0
492 |TYC 4568-495-1                     |*  |17 04 02.0549192976 +76 28 19.361597880|     ~   |11.19    |10.65    |     ~   |     ~   |K              |   2|   1
493 |TYC 4634-362-1                     |*  |15 38 28.8099480552 +82 44 47.799942180|     ~   |12.08    |11.09    |     ~   |     ~   |K              |   2|   0
494 |BD+83 466                          |*  |15 55 41.0485775712 +83 15 19.322439876|     ~   |11.77    |10.56    |     ~   |     ~   |K              |   1|   0
495 |HD 126629                          |*  |14 14 21.2945809440 +83 56 40.349811984|11.820   |9.930    |8.380    |     ~   |     ~   |K              |  13|   0
496 |HD 141263                          |*  |15 28 13.0994536272 +84 41 47.039895348|     ~   |9.80     |9.05     |     ~   |     ~   |K              |  12|   0
497 |HD 122362                          |SB*|13 48 18.7485641544 +85 11 55.888194192|     ~   |9.92     |8.41     |     ~   |     ~   |K              |   2|   0
498 |BD+87 96                           |*  |11 26 54.1324321512 +86 14 47.992792380|     ~   |12.30    |10.61    |     ~   |     ~   |K              |   1|   0
499 |BD+86 164                          |*  |11 25 04.4345276808 +85 53 51.529168716|     ~   |12.48    |10.83    |     ~   |     ~   |K              |   1|   0
500 |TYC 4546-1275-1                    |*  |08 02 24.1135630776 +82 06 34.163449524|     ~   |11.99    |11.37    |     ~   |     ~   |K              |   2|   1
501 |BD+81 237                          |*  |07 14 57.7618225968 +81 02 56.147971056|     ~   |10.09    |9.08     |     ~   |     ~   |K              |   1|   0
502 |BD+79 256                          |*  |07 55 29.5733602440 +79 34 22.758621744|     ~   |11.47    |9.93     |     ~   |     ~   |K              |   1|   0
503 |HD 48249                           |PM*|06 49 23.5429944120 +72 41 24.476443188|     ~   |9.99     |8.80     |     ~   |     ~   |K              |   9|   0
504 |TYC 4358-1490-1                    |*  |06 44 38.2750902888 +69 00 28.227412368|     ~   |12.03    |11.45    |     ~   |     ~   |K              |   1|   0
505 |HD 48269                           |*  |06 47 37.1992857048 +66 15 34.959955716|     ~   |10.79    |9.13     |     ~   |     ~   |K              |   2|   0
506 |BD+62 852                          |*  |06 32 15.8544034368 +62 51 09.677682936|     ~   |10.97    |9.83     |     ~   |     ~   |K              |   1|   0
507 |RX J0642.3+6228                    |V* |06 42 16.9668771960 +62 28 49.073843568|     ~   |13.46    |12.21    |12.14    |     ~   |K              |   3|   0
508 |BD+60 956                          |*  |06 24 22.6344718200 +60 48 51.020993484|     ~   |11.04    |9.79     |     ~   |     ~   |K              |   1|   0
509 |BD+56 1103                         |*  |06 18 01.8959562480 +56 55 45.611657544|     ~   |11.42    |10.51    |     ~   |     ~   |K              |   1|   0
510 |BD+55 1066                         |*  |06 16 56.0346744408 +55 04 41.764694700|     ~   |10.97    |9.80     |     ~   |     ~   |K              |   2|   0
511 |TYC 3768-271-1                     |*  |06 22 57.8618066304 +55 07 24.432120084|     ~   |11.25    |9.93     |     ~   |     ~   |K              |   1|   0
512 |TYC 3769-90-1                      |*  |06 28 24.7665495264 +54 52 05.453015556|     ~   |11.69    |10.55    |     ~   |     ~   |K              |   1|   0
513 |HD 157932                          |*  |17 23 57.8518586592 +46 43 52.248865728|     ~   |10.24    |9.13     |     ~   |     ~   |K              |   2|   0
514 |RX J1732.2+4847                    |BY*|17 32 16.0436795808 +48 47 49.930404540|     ~   |13.89    |12.77    |12.35    |     ~   |K              |   5|   0
515 |HD 238678                          |*  |17 20 56.5513470096 +55 07 31.085091192|     ~   |11.60    |10.26    |     ~   |     ~   |K              |   2|   0
516 |HD 156840                          |*  |17 16 53.5432582752 +53 23 18.933118116|     ~   |10.13    |8.72     |     ~   |     ~   |K              |   2|   0
517 |HD 155000                          |*  |17 05 25.0397942640 +58 42 41.749823376|     ~   |10.13    |8.81     |     ~   |     ~   |K              |   2|   0
518 |TYC 4420-1197-1                    |*  |16 43 56.6582674704 +68 41 38.039968032|     ~   |11.81    |10.68    |     ~   |     ~   |K              |   1|   0
519 |BD+77 596                          |*  |15 35 19.5022213704 +76 54 17.142342300|     ~   |11.43    |10.43    |     ~   |     ~   |K              |   1|   0
520 |HD 132750                          |*  |14 53 15.2082635664 +78 45 05.521781772|     ~   |9.88     |8.87     |     ~   |     ~   |K              |   9|   0
521 |HD 138321                          |*  |15 22 13.1899271280 +79 19 39.024174936|     ~   |10.14    |9.12     |     ~   |     ~   |K              |   7|   0
522 |BD+84 265                          |*  |12 08 49.4130738696 +83 19 00.191701560|     ~   |12.23    |10.59    |     ~   |     ~   |K              |   1|   0
523 |BD+84 266                          |*  |12 09 40.0824085800 +83 16 44.412260448|     ~   |12.29    |10.73    |     ~   |     ~   |K              |   1|   0
524 |HD 108004                          |*  |12 22 40.6453467384 +83 39 10.626805944|     ~   |10.25    |8.66     |     ~   |     ~   |K              |   2|   0
525 |BD+83 346                          |*  |12 08 04.6070638320 +82 28 39.290506356|     ~   |12.04    |10.49    |     ~   |     ~   |K              |   2|   0
526 |HD 115423                          |PM*|13 11 30.6529468008 +82 39 34.950277044|     ~   |10.73    |9.75     |     ~   |     ~   |K              |   3|   0
527 |BD+81 296                          |*  |09 27 08.3083198752 +80 40 00.845238684|     ~   |11.80    |10.57    |     ~   |     ~   |K              |   1|   0
528 |AG+79 268                          |HB*|08 22 46.4599518360 +78 51 21.610012644|     ~   |11.99    |10.72    |     ~   |     ~   |K              |   5|   0
529 |2MASS J08234563+7851541            |RG*|08 23 45.6066171528 +78 51 54.134356716|     ~   |12.43    |10.84    |     ~   |     ~   |K              |   7|   0
530 |2MASS J06520792+6424363            |Y*?|06 52 07.9330602696 +64 24 36.413091900|     ~   |14.5     |     ~   |     ~   |     ~   |K              |   2|   0
531 |HD 50837                           |*  |06 59 25.1994043992 +63 59 42.188674236|     ~   |10.28    |9.25     |     ~   |     ~   |K              |   2|   0
532 |TYC 4123-1400-1                    |*  |07 17 29.0567714976 +66 03 38.486590560|     ~   |12.72    |11.50    |     ~   |     ~   |K              |   7|   0
533 |RX J0701.0+6541                    |PM*|07 01 02.0594097528 +65 41 44.505356496|     ~   |13.29    |12.25    |     ~   |     ~   |K              |   5|   0
534 |2MASS J07110396+6534105            |*  |07 11 03.9220538352 +65 34 10.565466384|     ~   |16.5     |     ~   |     ~   |     ~   |K              |   1|   0
535 |TYC 4101-40-1                      |*  |06 45 55.8267961584 +63 29 52.830973752|     ~   |11.83    |10.72    |     ~   |     ~   |K              |   1|   0
536 |BD+63 668                          |*  |06 56 58.9617140688 +63 22 13.469555064|     ~   |10.87    |9.68     |     ~   |     ~   |K              |   1|   0
537 |BD+49 1499                         |V* |06 29 55.7131028860 +49 45 49.302574644|     ~   |10.377   |9.346    |9.153    |     ~   |K              |   8|   0
538 |V* V874 Her                        |EB*|17 11 31.8578551344 +48 50 29.170622184|     ~   |10.63    |9.22     |     ~   |     ~   |K              |   6|   0
539 |BD+49 2621                         |*  |17 20 32.9213946120 +49 03 32.562381240|     ~   |11.06    |9.72     |     ~   |     ~   |K              |   1|   0
540 |HD 153237                          |PM*|16 55 11.3774302248 +55 05 51.727431120|     ~   |9.81     |8.73     |     ~   |     ~   |K              |   2|   0
541 |HD 238658                          |*  |17 09 35.5806382296 +54 54 45.296112492|     ~   |10.99    |9.88     |     ~   |     ~   |K              |   2|   0
542 |HD 152925                          |*  |16 53 09.2925417576 +56 15 12.427646976|     ~   |9.97     |8.93     |     ~   |     ~   |K              |   2|   0
543 |HD 153126                          |*  |16 54 33.6606138144 +55 38 18.482475372|     ~   |9.94     |9.52     |     ~   |     ~   |K              |   2|   0
544 |HD 153449                          |*  |16 56 39.3584717856 +55 30 11.968082136|     ~   |10.05    |8.77     |     ~   |     ~   |K              |  10|   0
545 |HD 152596                          |*  |16 51 07.0144251144 +56 10 01.620165432|     ~   |10.33    |9.33     |     ~   |     ~   |K              |   2|   0
546 |BD+60 1717                         |*  |16 54 39.5211964392 +60 05 28.950936756|     ~   |11.73    |10.90    |     ~   |     ~   |K              |   1|   0
547 |HD 238602                          |*  |16 43 15.6642268992 +59 28 59.215745604|     ~   |11.29    |10.04    |     ~   |     ~   |K              |  10|   0
548 |HD 238615                          |** |16 49 35.816976 +58 52 12.96012        |     ~   |11.171   |10.427   |10.300   |     ~   |K              |   2|   0
549 |HD 149906                          |*  |16 33 26.4741692136 +64 12 56.897925516|     ~   |10.25    |8.87     |     ~   |     ~   |K              |   2|   0
550 |BD+69 821                          |*  |15 52 30.8723120064 +69 28 44.104514808|     ~   |11.98    |10.45    |     ~   |     ~   |K              |   1|   0
551 |BD+69 839                          |PM*|16 13 14.0833076232 +69 14 29.931698796|     ~   |     ~   |     ~   |10.4     |     ~   |K              |   5|   0
552 |HD 117950                          |*  |13 28 50.8757173296 +80 05 34.176833628|     ~   |9.60     |8.50     |     ~   |     ~   |K              |   2|   0
553 |BD+81 413                          |*  |13 05 32.4847660944 +81 11 40.553212056|     ~   |11.63    |10.57    |     ~   |     ~   |K              |   8|   0
554 |BD+81 393                          |*  |12 07 38.1036069360 +80 44 30.158831076|     ~   |11.66    |10.66    |     ~   |     ~   |K              |   2|   0
555 |BD+81 394                          |*  |12 09 53.0999116488 +80 30 48.790227168|     ~   |11.70    |10.73    |     ~   |     ~   |K              |   2|   0
556 |BD+81 404                          |*  |12 45 54.8900721720 +80 25 14.261263212|     ~   |12.12    |10.66    |     ~   |     ~   |K              |   1|   0
557 |TYC 4556-847-1                     |*  |12 26 31.3753105440 +80 41 23.285254308|     ~   |11.97    |10.87    |     ~   |     ~   |K              |   1|   0
558 |TYC 4544-481-1                     |*  |09 06 00.5147590992 +77 51 01.092214944|     ~   |11.86    |10.62    |     ~   |     ~   |K              |   1|   0
559 |BD+79 320                          |*  |09 48 20.3230067712 +78 33 36.729072792|     ~   |11.75    |10.35    |     ~   |     ~   |K              |   1|   0
560 |HD 82718                           |*  |09 39 44.9161294824 +77 23 01.269182436|     ~   |10.03    |9.04     |     ~   |     ~   |K              |   9|   0
561 |TYC 4540-316-1                     |*  |08 40 14.9384676072 +76 01 05.497844628|     ~   |11.96    |10.84    |     ~   |     ~   |K              |   1|   0
