C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:20

sptype='K'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
562 |TYC 4541-2472-1                    |*  |09 10 38.4800108256 +76 11 04.218004644|     ~   |12.40    |10.72    |     ~   |     ~   |K              |   1|   0
563 |HD 75748                           |*  |08 58 01.2029253168 +74 57 28.493704692|     ~   |10.15    |8.98     |     ~   |     ~   |K              |   2|   0
564 |HD 74809                           |*  |08 52 26.5989095328 +74 43 05.035078776|     ~   |10.49    |9.42     |     ~   |     ~   |K              |   2|   0
565 |HD 58047                           |*  |07 28 52.1876965008 +67 03 33.771133764|     ~   |10.24    |8.97     |     ~   |     ~   |K              |   2|   0
566 |HD 54098                           |*  |07 12 05.2659367128 +64 00 20.325237444|     ~   |10.12    |9.15     |     ~   |     ~   |K              |   2|   0
567 |HD 55380                           |*  |07 17 08.1911657280 +64 19 32.415645756|     ~   |10.15    |8.91     |     ~   |     ~   |K              |   3|   0
568 |HD 55479                           |*  |07 16 33.4491906792 +59 02 08.340166068|     ~   |10.53    |9.49     |     ~   |     ~   |K              |   2|   0
569 |GRA B0656+54                       |*  |07 00 51.2 +54 15 49                   |     ~   |     ~   |18.8     |     ~   |     ~   |K              |   7|   0
570 |HD 151165                          |*  |16 42 21.6003687264 +57 33 22.318194168|     ~   |10.06    |8.69     |     ~   |     ~   |K              |   2|   0
571 |HD 238605                          |PM*|16 45 25.4589674232 +57 27 32.789261448|     ~   |11.44    |10.68    |     ~   |     ~   |K              |   3|   0
572 |HD 150888                          |*  |16 40 54.8695143504 +55 39 21.949661628|     ~   |10.06    |9.01     |     ~   |     ~   |K              |   2|   0
573 |HD 148084                          |*  |16 22 09.5430955128 +60 13 58.141956360|     ~   |10.15    |9.00     |     ~   |     ~   |K              |   2|   0
574 |BD+64 1107                         |*  |16 01 44.9250924696 +64 05 47.162682240|     ~   |11.17    |10.20    |     ~   |     ~   |K              |   8|   0
575 |HD 147306                          |RB?|16 17 21.7259371008 +62 31 47.411099580|     ~   |10.58    |9.55     |     ~   |     ~   |K              |   3|   0
576 |TYC 4195-128-1                     |*  |16 04 55.3684634040 +67 24 36.532895724|     ~   |12.17    |10.72    |     ~   |     ~   |K              |   1|   0
577 |BD+66 926                          |*  |15 56 38.5340508312 +65 43 34.423865292|     ~   |11.88    |10.94    |     ~   |     ~   |K              |   2|   1
578 |HD 145991                          |PM*|16 09 39.3759774312 +65 49 44.890106952|     ~   |10.00    |     ~   |8.8      |     ~   |K              |  32|   0
579 |TYC 4188-523-1                     |PM*|15 56 13.7770790304 +65 45 14.510106396|     ~   |11.24    |10.58    |     ~   |     ~   |K              |   2|   0
580 |[FS2003] 0798                      |*  |15 54 27.701 +65 44 47.00              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
581 |HD 128940                          |*  |14 34 31.2498860496 +75 16 52.042615104|     ~   |10.25    |9.15     |     ~   |     ~   |K              |   2|   0
582 |TYC 4416-765-1                     |*  |14 24 34.9773961392 +74 17 34.198397232|     ~   |12.43    |11.64    |     ~   |     ~   |K              |   2|   0
583 |TYC 4416-165-1                     |PM*|14 34 23.0506727760 +74 34 46.989203232|     ~   |12.83    |11.65    |     ~   |     ~   |K              |   3|   1
584 |TYC 4416-1417-1                    |*  |14 30 21.3855123144 +72 43 58.282557960|     ~   |12.81    |11.76    |     ~   |     ~   |K              |   1|   0
585 |BD+79 363                          |*  |11 28 55.6544016174 +78 22 03.407051226|     ~   |11.70    |10.96    |     ~   |     ~   |K              |   1|   0
586 |BD+78 394                          |*  |11 41 03.4556155128 +78 00 25.797941676|     ~   |12.12    |11.14    |     ~   |     ~   |K              |   1|   0
587 |BD+76 415                          |*  |11 08 43.6647707112 +75 50 07.265934420|     ~   |10.17    |9.09     |     ~   |     ~   |K              |   1|   0
588 |BD+75 393                          |*  |09 49 11.5258685496 +75 06 48.226186224|     ~   |10.91    |9.69     |     ~   |     ~   |K              |   1|   0
589 |HD 69626                           |*  |08 22 18.6969372696 +67 28 59.761662816|     ~   |9.66     |8.60     |     ~   |     ~   |K              |   2|   0
590 |HD 61521                           |*  |07 44 05.6749513080 +65 26 17.230378992|     ~   |9.57     |8.18     |     ~   |     ~   |K              |   9|   0
591 |HD 65988                           |*  |08 05 38.0681748432 +64 53 05.065827756|     ~   |10.19    |9.06     |     ~   |     ~   |K              |   9|   0
592 |BD+58 1025                         |*  |07 20 31.3403585592 +57 51 44.499612960|     ~   |12.00    |10.60    |     ~   |     ~   |K              |   0|   0
593 |HD 237607                          |*  |07 22 24.5878955952 +56 54 32.889952944|     ~   |11.36    |10.22    |     ~   |     ~   |K              |   3|   0
594 |HD 57879                           |*  |07 26 23.5474661088 +56 44 34.646717472|     ~   |10.20    |9.21     |     ~   |     ~   |K              |   2|   0
595 |HD 50717                           |*  |06 56 41.5244135016 +46 51 00.851162292|     ~   |10.70    |10.24    |     ~   |     ~   |K              |   2|   0
596 |HD 49823                           |*  |06 52 37.6148693352 +46 28 28.367779404|     ~   |11.34    |9.59     |     ~   |     ~   |K              |   2|   0
597 |HD 51096                           |*  |06 58 19.3749444744 +45 52 21.516013632|     ~   |11.01    |9.94     |     ~   |     ~   |K              |   2|   0
598 |HD 152566                          |*  |16 51 57.2781953160 +45 35 38.597326188|     ~   |9.36     |8.42     |     ~   |     ~   |K              |  11|   0
599 |BD+45 2460                         |*  |16 51 58.8925576368 +45 33 35.467042464|     ~   |9.44     |8.36     |     ~   |     ~   |K              |   1|   0
600 |HD 152942                          |PM*|16 54 09.2278411872 +47 14 45.230482104|     ~   |     ~   |     ~   |8.6      |     ~   |K              |  16|   0
601 |BD+58 1613                         |*  |16 05 25.6248375720 +58 06 55.781217108|     ~   |11.00    |10.57    |     ~   |     ~   |K              |   1|   0
602 |BD+58 1614                         |*  |16 05 26.0943554112 +58 07 16.579410924|     ~   |11.09    |10.39    |     ~   |     ~   |K              |   1|   0
603 |BD+60 1658a                        |PM*|16 10 19.0914482328 +59 45 09.824101776|     ~   |10.63    |10.03    |     ~   |     ~   |K              |   1|   0
604 |TYC 3883-1084-1                    |*  |16 00 15.0390197448 +58 55 22.699656084|     ~   |10.75    |9.62     |     ~   |     ~   |K              |   2|   0
605 |BD+62 1432                         |*  |15 48 47.6071991184 +61 54 06.767922708|     ~   |11.76    |10.55    |     ~   |     ~   |K              |   1|   0
606 |HD 142737                          |*  |15 52 35.1252379992 +62 19 03.625537764|     ~   |10.76    |9.51     |     ~   |     ~   |K              |   2|   0
607 |HD 140611                          |PM*|15 40 40.2101312808 +65 50 26.443003308|     ~   |10.02    |     ~   |9.0      |     ~   |K              |  20|   0
608 |HD 139703                          |*  |15 35 56.9052293256 +64 06 00.327414132|     ~   |10.23    |9.26     |     ~   |     ~   |K              |   2|   0
609 |BD+64 1070                         |*  |15 28 24.7269222216 +63 49 21.618649488|     ~   |11.93    |10.83    |     ~   |     ~   |K              |   1|   0
610 |TYC 4187-96-1                      |PM*|15 27 56.1639033192 +65 15 32.506887744|     ~   |11.14    |10.26    |     ~   |     ~   |K              |   7|   0
611 |BD+66 911                          |*  |15 28 35.1921215592 +66 21 31.543424640|     ~   |10.90    |10.31    |10.24    |     ~   |K              |  10|   0
612 |BD+69 778                          |*  |14 59 24.3232404864 +69 24 51.239433960|     ~   |11.51    |10.32    |     ~   |     ~   |K              |   1|   0
613 |BD+69 782                          |*  |15 03 38.3182195080 +68 57 29.231774856|     ~   |11.34    |10.12    |     ~   |     ~   |K              |   1|   0
614 |2MASS J13185675+7231440            |RG*|13 18 56.7716514576 +72 31 43.988004408|     ~   |11.94    |10.38    |     ~   |     ~   |K              |   9|   0
615 |HD 102193                          |*  |11 46 28.8148060128 +74 53 06.422424756|     ~   |11.66    |10.88    |     ~   |     ~   |K              |   2|   0
616 |HIP 52037                          |*  |10 37 55.6190686872 +74 21 24.913683324|     ~   |11.56    |10.44    |     ~   |     ~   |K              |  10|   0
617 |HD 79518                           |SB*|09 18 34.9589976168 +69 05 29.387691780|     ~   |10.09    |8.49     |7.8      |     ~   |K              |   9|   0
618 |BD+69 484                          |SB*|08 46 40.6998636888 +68 59 19.607078940|     ~   |11.22    |10.01    |     ~   |     ~   |K              |   8|   0
619 |HD 65837                           |*  |08 04 40.0319635272 +64 04 42.080465496|     ~   |9.80     |8.55     |     ~   |     ~   |K              |   2|   0
620 |BD+63 751                          |*  |08 02 41.7380987760 +63 02 31.257986784|     ~   |10.27    |9.35     |     ~   |     ~   |K              |   1|   0
621 |BD+62 987                          |*  |08 16 49.6314869712 +62 15 11.266512444|     ~   |10.53    |9.37     |     ~   |     ~   |K              |   1|   0
622 |HD 148894                          |*  |16 28 59.2131199968 +48 13 09.015352212|     ~   |10.13    |8.67     |     ~   |     ~   |K              |   8|   0
623 |HD 150779                          |*  |16 40 53.8657928568 +48 00 55.740524652|     ~   |10.17    |9.17     |     ~   |     ~   |K              |   2|   0
624 |HD 151022                          |*  |16 42 32.9258364960 +47 04 46.327221480|     ~   |10.11    |9.08     |     ~   |     ~   |K              |   2|   0
625 |HD 234298                          |RG*|16 18 35.7084160224 +51 19 51.444223140|     ~   |10.81    |9.77     |     ~   |     ~   |K              |   7|   0
626 |AG+57 1020                         |PM*|15 56 33.4162732104 +57 16 51.804342372|     ~   |11.20    |10.58    |     ~   |     ~   |K              |   8|   0
627 |TYC 3875-1167-1                    |*  |15 40 27.8203805784 +59 34 07.904490420|     ~   |11.91    |10.70    |10.2     |     ~   |K              |   4|   0
628 |HD 92969                           |*  |10 46 18.0207765264 +71 57 05.152843224|     ~   |9.92     |8.93     |8.3      |     ~   |K              |   3|   0
629 |HD 85743                           |PM*|09 57 00.7804159368 +68 54 06.419705112|     ~   |10.30    |9.24     |     ~   |     ~   |K              |  11|   0
630 |TYC 4383-1817-1                    |*  |09 42 38.0305666800 +67 31 57.885795552|     ~   |12.20    |11.04    |     ~   |     ~   |K              |   1|   0
631 |HD 80406                           |*  |09 23 02.6283727080 +67 00 09.991839816|     ~   |9.81     |8.75     |     ~   |     ~   |K              |   9|   0
632 |TYC 4130-2270-1                    |*  |08 45 00.5523985248 +64 29 18.651648300|     ~   |10.80    |9.40     |     ~   |     ~   |K              |   1|   0
633 |BD+65 653                          |PM*|08 44 59.5094724648 +64 29 38.852537820|     ~   |10.94    |10.15    |     ~   |     ~   |K              |   2|   1
634 |HD 70824                           |*  |08 27 31.5549010752 +61 07 15.560465412|     ~   |10.52    |9.03     |     ~   |     ~   |K              |   2|   0
635 |BD+59 1153                         |*  |08 17 00.1660840464 +59 12 58.533909336|     ~   |10.70    |9.58     |     ~   |     ~   |K              |   1|   0
636 |BD+48 1523                         |PM*|07 25 54.9981922104 +48 30 44.340922656|     ~   |9.03     |8.32     |     ~   |     ~   |K              |  13|   0
637 |HD 57401                           |*  |07 23 26.5145248584 +47 00 41.843905272|     ~   |10.11    |9.07     |     ~   |     ~   |K              |   2|   0
638 |BD+43 1662                         |*  |07 14 41.9688531480 +43 40 55.522313904|     ~   |11.06    |9.97     |     ~   |     ~   |K              |   1|   0
639 |BD+45 2405                         |*  |16 25 40.3965817728 +45 24 38.715735600|     ~   |11.43    |10.40    |     ~   |     ~   |K              |   1|   0
640 |TYC 3870-824-1                     |*  |15 55 50.3445055632 +54 04 28.433504604|     ~   |11.39    |10.60    |     ~   |     ~   |K              |   2|   0
641 |[FS2003] 0796                      |*  |15 53 12.602 +52 06 59.98              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
642 |BD+54 1760                         |*  |15 40 10.0100955528 +54 09 16.016503320|     ~   |11.55    |10.69    |     ~   |     ~   |K              |   2|   0
643 |HD 137587                          |*  |15 24 04.1953786656 +58 51 10.730308572|     ~   |10.01    |8.95     |     ~   |     ~   |K              |  12|   0
644 |BD+68 725                          |*  |13 25 45.5799741264 +67 44 31.255295388|     ~   |12.24    |10.94    |     ~   |     ~   |K              |   0|   0
645 |HD 113593                          |*  |13 03 25.8356064936 +67 21 24.092006832|     ~   |10.46    |8.98     |     ~   |     ~   |K              |   2|   0
646 |HD 115102                          |PM*|13 13 20.6887034208 +66 58 19.771821804|     ~   |10.31    |9.78     |     ~   |     ~   |K              |   3|   0
647 |TYC 4168-762-1                     |*  |12 48 11.5446238584 +67 18 08.960962176|     ~   |11.79    |10.96    |     ~   |     ~   |K              |   1|   0
648 |TYC 4394-52-1                      |*  |12 25 23.2865059608 +68 09 50.130564804|     ~   |12.01    |11.39    |     ~   |     ~   |K              |   1|   0
649 |RX J1021.1+6545                    |*  |10 21 09.71 +65 45 22.5                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   3|   0
650 |BD+64 734                          |*  |09 26 22.8911956704 +64 12 35.033328036|     ~   |11.80    |10.29    |     ~   |     ~   |K              |   1|   0
651 |HD 81789                           |*  |09 30 53.3185208880 +65 39 43.211098548|     ~   |10.15    |9.02     |     ~   |     ~   |K              |   1|   0
652 |TYC 4142-416-1                     |*  |09 38 47.8408703976 +65 44 15.327316428|     ~   |13.05    |11.43    |     ~   |     ~   |K              |   1|   0
653 |BD+64 718                          |*  |09 05 52.0063066992 +63 32 23.914530960|     ~   |11.37    |10.62    |     ~   |     ~   |K              |   1|   0
654 |HD 78980                           |*  |09 14 11.6953664424 +63 10 30.284850936|     ~   |10.08    |9.09     |     ~   |     ~   |K              |   9|   0
655 |BD+62 1056                         |*  |09 13 29.8800577848 +61 41 09.308472576|     ~   |11.33    |10.33    |     ~   |     ~   |K              |   1|   0
656 |HD 71026                           |*  |08 28 14.0497617336 +58 44 40.792341192|     ~   |10.10    |8.78     |     ~   |     ~   |K              |  11|   0
657 |HD 233499                          |*  |08 12 28.3157567448 +54 16 38.531539452|     ~   |11.22    |10.14    |     ~   |     ~   |K              |   3|   0
658 |HD 66773                           |*  |08 07 34.2651094776 +52 16 12.946507716|11.180   |10.140   |9.020    |     ~   |     ~   |K              |  10|   0
659 |BD+50 2240                         |*  |15 59 08.9671549512 +49 46 50.736949536|     ~   |10.28    |9.22     |     ~   |     ~   |K              |  12|   0
660 |TYC 4172-42-1                      |*  |14 06 49.8186420432 +62 29 56.209355772|     ~   |11.82    |11.13    |     ~   |     ~   |K              |   2|   0
661 |HD 117932                          |*  |13 31 53.3633032152 +64 54 37.027563192|     ~   |10.07    |9.07     |     ~   |     ~   |K              |   2|   0
662 |BD+66 743                          |*  |12 03 28.7857742856 +65 52 25.231397772|     ~   |12.00    |10.98    |     ~   |     ~   |K              |   1|   0
663 |HD 97050                           |*  |11 11 32.1594567600 +66 01 48.514768212|     ~   |9.57     |8.18     |     ~   |     ~   |K              |  13|   0
664 |BD+64 802                          |*  |10 39 31.7727150696 +63 49 05.176775676|     ~   |11.36    |10.33    |     ~   |     ~   |K              |   1|   0
665 |BD+63 864                          |*  |09 51 47.3248368384 +62 35 08.913854292|     ~   |12.72    |11.73    |     ~   |     ~   |K              |   1|   0
666 |TYC 3812-559-1                     |*  |09 19 50.8822835232 +59 12 50.099855076|     ~   |12.03    |11.46    |     ~   |     ~   |K              |   1|   1
667 |TYC 3811-1183-1                    |*  |09 02 13.5518184384 +57 54 10.397032704|     ~   |11.61    |10.52    |     ~   |     ~   |K              |   2|   0
668 |HD 71225                           |*  |08 28 40.5808583472 +53 11 39.198015276|     ~   |10.16    |8.73     |     ~   |     ~   |K              |   2|   0
669 |HD 70314                           |*  |08 23 34.1631663264 +51 14 08.203295292|     ~   |10.38    |8.93     |     ~   |     ~   |K              |   2|   0
670 |HD 64849                           |*  |07 58 09.2062645728 +49 52 04.156182192|     ~   |10.00    |9.00     |     ~   |     ~   |K              |   2|   0
671 |HD 62693                           |*  |07 47 29.2330252968 +45 35 50.665894440|     ~   |10.02    |9.14     |     ~   |     ~   |K              |   4|   0
672 |HD 59845                           |PM*|07 33 50.4196429320 +43 03 52.534708524|     ~   |10.12    |9.59     |     ~   |     ~   |K              |   3|   0
673 |HD 142741                          |*  |15 54 19.8259672416 +44 55 06.769423416|11.081   |10.079   |9.024    |8.483    |7.989    |K              |   3|   0
674 |[FS2003] 0763                      |*  |15 16 59.201 +52 11 39.98              |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
675 |BD+60 1510                         |*  |14 06 35.5431739464 +60 15 39.182712048|     ~   |12.15    |11.31    |     ~   |     ~   |K              |   3|   0
676 |BD+62 1283                         |*  |13 15 22.5867822000 +61 42 08.086206708|     ~   |11.93    |11.15    |     ~   |     ~   |K              |   1|   0
677 |HD 106347                          |*  |12 13 49.5150414960 +64 26 53.881209312|     ~   |10.26    |8.92     |     ~   |     ~   |K              |   2|   0
678 |BD+60 1213                         |*  |09 52 13.5216152160 +59 28 54.814533888|     ~   |11.16    |10.22    |     ~   |     ~   |K              |   1|   0
679 |AG+58 685                          |SB*|09 17 52.2876639264 +58 04 00.060583332|     ~   |11.21    |10.16    |     ~   |     ~   |K              |   1|   0
680 |HD 73132                           |*  |08 38 47.1504024960 +50 39 49.372266852|10.990   |9.890    |8.740    |     ~   |     ~   |K              |  12|   0
681 |HD 68970                           |*  |08 16 56.9109196032 +48 33 59.503583988|     ~   |10.05    |8.71     |     ~   |     ~   |K              |   8|   0
682 |HD 69012                           |*  |08 17 01.3995054912 +47 18 48.376982556|     ~   |10.46    |9.23     |     ~   |     ~   |K              |   2|   0
683 |HD 62405                           |PM*|07 45 37.4429129064 +42 32 43.203288480|     ~   |10.50    |9.65     |     ~   |     ~   |K              |   4|   0
684 |BD+42 1784                         |*  |07 56 26.4795136824 +42 28 40.324018044|     ~   |12.30    |11.33    |     ~   |     ~   |K              |   0|   0
685 |HD 143106                          |*  |15 56 48.8661811008 +41 34 17.721028272|     ~   |10.34    |9.06     |     ~   |     ~   |K              |   2|   0
686 |BD+45 2319                         |*  |15 40 19.7701119864 +44 56 01.021698672|     ~   |11.83    |10.98    |     ~   |     ~   |K              |   3|   0
687 |BD+44 2491                         |*  |15 38 05.1205383768 +44 21 20.743567920|     ~   |11.96    |10.96    |     ~   |     ~   |K              |   1|   0
688 |HD 134024                          |PM*|15 05 46.7914014576 +49 29 05.768058660|     ~   |10.30    |9.27     |     ~   |     ~   |K              |   7|   0
689 |1RXS J151303.0+510134              |*  |15 13 03.0 +51 01 34                   |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
690 |HD 133562                          |*  |15 03 10.4507317992 +52 08 25.187699076|     ~   |9.48     |8.46     |     ~   |     ~   |K              |  11|   0
691 |BD+57 1451                         |RG*|13 37 12.3770452992 +56 49 06.176390052|     ~   |12.14    |10.75    |     ~   |     ~   |K              |   7|   0
692 |HD 115586                          |*  |13 16 57.2739474744 +57 53 52.386743580|     ~   |10.33    |8.97     |     ~   |     ~   |K              |   3|   0
693 |BD+60 1412                         |PM*|12 38 46.5194656848 +59 30 48.799891008|     ~   |     ~   |     ~   |10.4     |     ~   |K              |  13|   0
694 |HD 108261                          |*  |12 25 55.8959672976 +61 38 22.835560308|     ~   |10.42    |9.35     |     ~   |     ~   |K              |   1|   0
695 |HD 109166                          |*  |12 32 11.8016549304 +61 12 50.078800800|     ~   |10.15    |8.86     |     ~   |     ~   |K              |   2|   0
696 |HD 105236                          |PM*|12 07 00.8985927480 +59 45 54.367457940|     ~   |10.36    |9.10     |     ~   |     ~   |K              |   3|   0
697 |HD 103375                          |*  |11 54 26.0213326416 +59 20 47.981550876|     ~   |10.00    |9.07     |     ~   |     ~   |K              |   4|   0
698 |HD 76429                           |*  |08 58 18.1530336624 +52 18 00.471082536|     ~   |9.97     |8.96     |8.4      |     ~   |K              |  10|   0
699 |HD 234169                          |*  |14 43 28.0772679360 +49 28 55.961533740|     ~   |10.69    |9.66     |     ~   |     ~   |K              |   4|   0
700 |BD+52 1807                         |HB*|14 30 35.1332598312 +51 34 21.668820312|     ~   |12.00    |10.80    |     ~   |     ~   |K              |  15|   0
701 |RX J1435.0+4954                    |*  |14 35 05.88 +49 54 20.4                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   3|   0
702 |BD+55 1628                         |RG*|13 43 24.5937536232 +55 00 31.261908060|     ~   |11.63    |10.45    |     ~   |     ~   |K              |   6|   0
703 |BD+56 1669                         |*  |13 37 59.9484512544 +55 48 24.646443768|     ~   |11.70    |11.04    |     ~   |     ~   |K              |   3|   0
704 |HD 238202                          |*  |13 10 37.2461733600 +56 49 26.355950904|     ~   |11.47    |10.80    |     ~   |     ~   |K              |   3|   0
705 |BD+58 1308                         |SB*|11 13 25.6035676872 +57 58 48.037594476|     ~   |12.66    |11.49    |     ~   |     ~   |K              |   1|   0
706 |BD+58 1311                         |*  |11 17 56.8216155504 +57 29 50.478245880|     ~   |11.88    |10.51    |     ~   |     ~   |K              |   8|   0
707 |BD+57 1285                         |*  |10 42 47.1245083296 +56 37 27.639390360|     ~   |11.39    |10.18    |     ~   |     ~   |K              |   1|   0
708 |HD 237906                          |*  |10 33 14.9260234416 +55 51 12.896935524|     ~   |11.49    |10.53    |     ~   |     ~   |K              |   2|   0
709 |BD+56 1444                         |*  |10 14 37.2514315800 +55 25 37.147558440|     ~   |11.36    |10.03    |     ~   |     ~   |K              |   1|   0
710 |HD 233647                          |*  |09 32 31.9916120088 +52 34 57.531188748|     ~   |11.41    |10.13    |     ~   |     ~   |K              |   2|   0
711 |HD 79301                           |*  |09 15 06.5163028968 +51 09 43.868015928|     ~   |10.37    |9.44     |     ~   |     ~   |K              |   3|   0
712 |BD+47 1600                         |SB*|08 38 47.3840279952 +46 33 39.758158620|     ~   |11.22    |10.19    |     ~   |     ~   |K              |   1|   0
713 |TYC 2988-1428-1                    |*  |08 41 24.8008500480 +44 57 01.537194960|     ~   |12.42    |11.48    |     ~   |     ~   |K              |   1|   0
714 |TYC 3053-640-1                     |*  |15 36 57.7069099848 +39 19 34.824553536|     ~   |11.82    |10.83    |     ~   |     ~   |K              |   1|   0
715 |HS 1502+4358                       |*  |15 04 05.4 +43 47 18                   |     ~   |16.9     |     ~   |     ~   |     ~   |K              |   1|   0
716 |HD 128921                          |*  |14 38 19.0464278136 +46 26 13.560243180|     ~   |10.96    |10.56    |     ~   |     ~   |K              |   4|   0
717 |BD+47 2176                         |HB*|14 49 23.0094338592 +47 03 51.926041260|     ~   |11.39    |10.34    |     ~   |     ~   |K              |   7|   0
718 |HD 131618                          |HB*|14 53 00.7945495584 +46 31 57.165476808|     ~   |11.20    |10.19    |     ~   |     ~   |K              |   8|   0
719 |HD 130524                          |RG*|14 47 10.7890665000 +46 06 56.216870028|     ~   |11.45    |10.46    |     ~   |     ~   |K              |   8|   0
720 |HD 131332                          |RG*|14 51 27.4946725944 +45 38 24.155677716|     ~   |11.24    |10.00    |     ~   |     ~   |K              |   7|   0
721 |2E 3260                            |*  |14 23 34.61 +48 25 53.6                |     ~   |     ~   |     ~   |     ~   |     ~   |K              |   3|   0
722 |BD+50 2045                         |*  |14 07 02.6980933920 +49 57 03.996800640|     ~   |12.34    |11.60    |     ~   |     ~   |K              |   1|   0
723 |BD+53 1578                         |PM*|12 55 47.3142029208 +52 47 35.536190496|     ~   |11.54    |10.53    |     ~   |     ~   |K              |   1|   0
724 |TYC 3841-43-1                      |*  |12 29 47.6272577712 +54 51 39.321887184|     ~   |11.83    |11.16    |     ~   |     ~   |K              |   1|   0
725 |HD 102252                          |*  |11 46 22.1300163264 +54 26 59.781753204|     ~   |10.36    |8.78     |     ~   |     ~   |K              |   8|   0
726 |HD 93150                           |*  |10 46 29.3429309064 +54 48 46.080900612|     ~   |10.14    |8.93     |     ~   |     ~   |K              |   9|   0
727 |V* LY UMa                          |CV*|10 48 18.0062358936 +52 18 29.798805024|     ~   |16.5     |14.95    |     ~   |     ~   |K              |  32|   0
728 |2MASS J10393424+5330548            |*  |10 39 34.2578647392 +53 30 54.913199868|     ~   |     ~   |     ~   |     ~   |     ~   |K              |   1|   0
729 |BD+50 1682                         |*  |09 46 33.9832641864 +49 39 57.111052392|     ~   |12.44    |11.31    |     ~   |     ~   |K              |   2|   0
730 |HD 80519                           |PM*|09 21 49.3902770880 +47 48 27.791418924|     ~   |10.11    |9.38     |     ~   |     ~   |K              |   3|   0
731 |TYC 3428-390-1                     |*  |09 24 17.2325953416 +48 44 10.800444588|     ~   |12.44    |11.85    |     ~   |     ~   |K              |   1|   0
732 |HD 79519                           |** |09 16 10.8961651241 +45 40 42.204969045|     ~   |11.57    |10.32    |     ~   |     ~   |K              |   3|   0
733 |BD+40 2036                         |PM*|08 22 37.8652980936 +40 21 31.673797668|     ~   |9.70     |8.89     |     ~   |     ~   |K              |   4|   0
734 |BD+40 2051                         |*  |08 26 46.5641738448 +39 56 45.740650740|     ~   |9.95     |9.31     |     ~   |     ~   |K              |   1|   0
735 |HD 133088                          |RG*|15 01 13.7415 +41 33 15.153            |     ~   |10.52    |9.56     |     ~   |     ~   |K              |   6|   0
736 |HD 128140                          |*  |14 33 56.7345401328 +45 08 31.463261556|     ~   |11.25    |10.72    |     ~   |     ~   |K              |   4|   0
737 |HD 128166                          |** |14 34 02.128392 +45 00 12.23424        |     ~   |11.19    |10.64    |10.54    |     ~   |K              |   4|   0
738 |TYC 3464-522-1                     |*  |13 49 56.7394009992 +47 26 30.275574684|     ~   |12.31    |11.37    |     ~   |     ~   |K              |   3|   0
739 |BD+51 1800                         |*  |12 59 14.1412627656 +50 42 57.379576392|     ~   |11.56    |11.07    |     ~   |     ~   |K              |   3|   0
740 |TYC 3458-2182-1                    |*  |12 44 17.3463870768 +51 55 30.918189972|     ~   |11.92    |11.55    |     ~   |     ~   |K              |   2|   0
741 |BD+53 1561                         |*  |12 37 26.9390342688 +52 20 57.054226452|     ~   |11.67    |10.34    |     ~   |     ~   |K              |   7|   0
742 |BD+52 1636                         |*  |12 34 44.2244061744 +51 44 15.013955940|     ~   |11.80    |10.34    |     ~   |     ~   |K              |   1|   0
743 |HD 101893                          |*  |11 43 50.4511160112 +51 57 41.152498056|     ~   |10.27    |9.05     |     ~   |     ~   |K              |   2|   0
744 |HD 97099                           |*  |11 11 25.8670779720 +52 47 32.593550244|     ~   |10.11    |9.04     |     ~   |     ~   |K              |   2|   0
745 |HD 94727                           |*  |10 57 00.5643691992 +52 22 28.070203872|     ~   |9.75     |8.88     |     ~   |     ~   |K              |   3|   0
746 |TYC 3449-62-1                      |*  |10 59 57.8060393208 +50 14 01.688805456|     ~   |11.73    |10.77    |     ~   |     ~   |K              |   3|   0
747 |BD+50 1769                         |*  |10 47 59.2911483984 +49 55 52.054882356|     ~   |11.70    |11.34    |     ~   |     ~   |K              |   3|   0
748 |TYC 3446-83-1                      |*  |10 47 55.0025734560 +49 57 30.203646696|     ~   |12.67    |11.85    |     ~   |     ~   |K              |   2|   0
749 |HS 1027+4930                       |*  |10 30 36.3 +49 15 09                   |     ~   |19.0     |     ~   |     ~   |     ~   |K              |   1|   0
750 |BD+47 1696                         |RG*|09 43 05.1366439080 +46 43 14.512641996|     ~   |12.07    |11.13    |     ~   |     ~   |K              |   3|   0
751 |BD+48 1798                         |*  |09 44 35.4054640464 +47 59 16.667497464|     ~   |11.08    |10.11    |     ~   |     ~   |K              |   1|   0
752 |BD+48 1812                         |*  |09 52 07.4576851152 +47 41 08.172734856|     ~   |11.64    |10.63    |     ~   |     ~   |K              |   1|   0
753 |HD 81871                           |*  |09 29 48.4746730296 +46 05 55.388913252|     ~   |11.00    |9.70     |     ~   |     ~   |K              |   2|   0
754 |HD 233873                          |PM*|11 51 39.4800061176 +50 02 19.483437948|     ~   |11.37    |10.65    |     ~   |     ~   |K              |   4|   0
