C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:17

sptype='O'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
335 |IRAS 17109-3840                    |AB*|17 14 24.4447480032 -38 43 46.136352144|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
336 |IRAS 17109-3842                    |AB*|17 14 24.1517125392 -38 45 33.564446964|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
337 |IRAS 17111-3557                    |AB*|17 14 28.5998212008 -36 01 21.320599368|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
338 |IRAS 17111-3623                    |AB*|17 14 31.1871102792 -36 27 23.778570168|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
339 |IRAS 17114-3758                    |AB*|17 14 50.89080 -38 01 45.8256          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
340 |IRAS 17048-3832                    |OH*|17 08 16.1710862304 -38 36 05.286011328|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
341 |IRAS 17051-3835                    |AB*|17 08 35.1837542352 -38 39 09.730692504|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
342 |IRAS 17068-3837                    |AB*|17 10 18.5569061880 -38 40 45.744330540|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
343 |IRAS 17078-3839                    |AB*|17 11 17.3919105168 -38 42 51.897735972|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
344 |IRAS 17111-3611                    |AB*|17 14 31.0392772128 -36 14 25.078583220|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   2
345 |NGC 6302                           |PN |17 13 44.5 -37 06 11                   |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         | 789|   1
346 |OH 349.39-00.01                    |OH*|17 17 52.78536 -37 49 07.9212          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  16|   1
347 |IRAS 17139-3746                    |AB*|17 17 21.7773061392 -37 49 29.516097936|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
348 |IRAS 17116-3729                    |AB*|17 15 04.8200485800 -37 33 07.081298748|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
349 |IRAS 17117-3728                    |AB*|17 15 09.0711936576 -37 31 30.591963192|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
350 |IRAS 17118-3844                    |AB*|17 15 18.7173902976 -38 47 57.280370244|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
351 |IRAS 17119-3650                    |AB*|17 15 18.9564645000 -36 53 32.963916120|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
352 |IRAS 17119-3734                    |AB*|17 15 20.2316840352 -37 38 07.909672020|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
353 |IRAS 17121-3645                    |AB*|17 15 32.4400559088 -36 49 06.363842520|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
354 |IRAS 17121-3818                    |AB*|17 15 36.9464897040 -38 22 03.729123840|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
355 |IRAS 17122-3631                    |AB*|17 15 38.1300379008 -36 34 31.139860044|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
356 |IRAS 17124-3712                    |AB*|17 15 47.964 -37 16 18.00              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
357 |IRAS 17125-3727                    |AB*|17 15 57.6892421352 -37 31 16.420197180|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
358 |IRAS 17127-3834                    |OH*|17 16 15.16488 -38 37 44.6088          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
359 |OH 349.18+00.20                    |OH*|17 16 16.1222501107 -37 52 07.386581747|     ~   |     ~   |     ~   |     ~   |14.480   |O-rich         |  19|   0
360 |IRAS 17130-3729                    |AB*|17 16 28.621 -37 33 06.27              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
361 |IRAS 17130-3604                    |AB*|17 16 26.6509289472 -36 07 34.723490448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
362 |IRAS 17131-3845                    |AB*|17 16 32.27112 -38 48 17.8920          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
363 |IRAS 17132-3742                    |AB*|17 16 38.0371238232 -37 45 24.233032944|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
364 |IRAS 17133-3701                    |AB*|17 16 43.1659841640 -37 04 39.492534180|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
365 |IRAS 17134-3644                    |AB*|17 16 50.16072 -36 47 48.5448          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
366 |IRAS 17136-3731                    |AB*|17 17 04.0818037104 -37 34 45.601462920|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
367 |IRAS 17137-3713                    |AB*|17 17 07.90440 -37 16 38.8632          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
368 |OH 349.675+00.320                  |OH*|17 17 14.06088 -37 23 47.8392          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
369 |IRAS 17141-3804                    |AB*|17 17 35.7888890088 -38 07 45.787128600|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
370 |IRAS 17142-3711                    |AB*|17 17 42.4443265728 -37 14 53.470585212|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
371 |IRAS 17144-3651                    |AB*|17 17 48.622 -36 54 27.81              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
372 |IRAS 17146-3728                    |AB*|17 18 00.8695145472 -37 31 43.991989716|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
373 |IRAS 17147-3803                    |AB*|17 18 06.2118311184 -38 06 44.754929136|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
374 |OH 349.52+00.25                    |OH*|17 17 07.94280 -37 33 20.1168          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
375 |IRAS 17115-3845                    |AB*|17 15 00.7681834080 -38 48 54.153358992|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
376 |HD 323110                          |s*b|17 21 15.7981421496 -37 59 09.547362060|10.96    |11.05    |9.96     |9.70     |     ~   |ON9Ia          |  27|   0
377 |OH 349.81-00.32                    |OH*|17 20 15.03600 -37 39 33.8436          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  33|   0
378 |OH 349.841-00.033                  |OH*|17 19 10.15632 -37 27 51.7536          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
379 |OH 350.85+00.19                    |OH*|17 21 09.58248 -36 30 50.4468          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  16|   0
380 |IRAS 17187-3750                    |OH*|17 22 10.4342477016 -37 53 11.507328564|     ~   |     ~   |     ~   |13.35    |9.01     |O-rich         |  10|   0
381 |IRAS 17163-3835                    |AB*|17 19 48.8072653032 -38 38 44.871280368|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   1
382 |IRAS 17150-3747                    |AB*|17 18 27.17616 -37 50 11.5584          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
383 |IRAS 17151-3845                    |OH*|17 18 34.79208 -38 48 57.1536          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
384 |IRAS 17155-3842                    |AB*|17 18 56.0945873136 -38 45 13.113435600|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
385 |IRAS 17155-3716                    |AB*|17 18 55.28184 -37 20 05.0352          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
386 |IRAS 17155-3755                    |AB*|17 18 59.6444942448 -37 58 51.979313028|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
387 |IRAS 17155-3741                    |AB*|17 18 59.21184 -37 44 59.2584          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
388 |IRAS 17157-3621                    |AB*|17 19 06.7593445200 -36 24 20.464158420|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
389 |IRAS 17159-3716                    |AB*|17 19 13.3056146736 -37 18 59.111454564|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
390 |IRAS 17160-3820                    |AB*|17 19 28.5337129728 -38 23 11.697051228|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
391 |IRAS 17160-3729                    |AB*|17 19 27.8413450680 -37 33 01.873248840|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
392 |IRAS 17162-3823                    |AB*|17 19 37.5073169496 -38 26 53.097788256|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
393 |IRAS 17162-3751                    |OH*|17 19 41.91744 -37 54 55.6380          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
394 |IRAS 17163-3830                    |AB*|17 19 49.0057535832 -38 33 56.403614088|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
395 |IRAS 17166-3810                    |AB*|17 20 02.0229731184 -38 13 25.801201308|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   1
396 |IRAS 17166-3749                    |AB*|17 20 01.7239489104 -37 52 49.241286084|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
397 |IRAS 17168-3841                    |AB*|17 20 13.5594510408 -38 44 34.095494472|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
398 |IRAS 17171-3646                    |AB*|17 20 32.9089195632 -36 49 45.989513328|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
399 |IRAS 17171-3755                    |AB*|17 20 34.7662053072 -37 58 27.224100804|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
400 |IRAS 17172-3722                    |AB*|17 20 40.487 -37 25 09.01              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
401 |IRAS 17175-3635                    |AB*|17 20 58.9117549560 -36 38 39.275025072|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
402 |IRAS 17177-3701                    |AB*|17 21 07.81944 -37 04 39.4644          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
403 |IRAS 17178-3849                    |AB*|17 21 16.2061651176 -38 52 12.022888980|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
404 |IRAS 17179-3748                    |AB*|17 21 21.9156803304 -37 51 11.169390420|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
405 |IRAS 17183-3614                    |AB*|17 21 38.5685151528 -36 17 42.543078900|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
406 |IRAS 17183-3641                    |AB*|17 21 43.16424 -36 44 08.8044          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
407 |IRAS 17184-3657                    |AB*|17 21 48.6433850376 -37 00 29.796561504|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
408 |IRAS 17184-3820                    |AB*|17 21 53.9181554448 -38 23 34.660681116|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
409 |IRAS 17189-3711                    |OH*|17 22 20.81424 -37 14 29.8824          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
410 |IRAS 17190-3833                    |OH*|17 22 27.37872 -38 36 20.6352          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
411 |IRAS 17190-3724                    |AB*|17 22 26.88384 -37 27 12.2508          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
412 |IRAS 17191-3757                    |AB*|17 22 36.90264 -38 00 26.6832          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
413 |IRAS 17191-3722                    |AB*|17 22 32.0602661616 -37 25 39.466206012|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   1
414 |IRAS 17191-3800                    |AB*|17 22 34.4872332240 -38 03 25.398449820|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
415 |IRAS 17191-3736                    |AB*|17 22 36.89760 -37 39 12.7224          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
416 |IRAS 17193-3818                    |AB*|17 22 45.4105949736 -38 21 08.568641736|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
417 |IRAS 17194-3628                    |AB*|17 22 47.4758030784 -36 31 38.755358616|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
418 |IRAS 17194-3733                    |AB*|17 22 52.6857258936 -37 36 43.732174284|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
419 |IRAS 17197-3739                    |AB*|17 23 10.62936 -37 42 30.2832          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
420 |IRAS 17197-3752                    |AB*|17 23 12.03648 -37 55 47.7804          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
421 |IRAS 17198-3620                    |AB*|17 23 11.44296 -36 23 15.0288          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
422 |IRAS 17198-3643                    |AB*|17 23 15.6284699040 -36 45 50.325571944|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
423 |IRAS 17200-3800                    |AB*|17 23 28.4706006168 -38 03 11.379235428|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
424 |IRAS 17203-3825                    |AB*|17 23 43.8905227224 -38 28 13.416009384|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
425 |IRAS 17205-3704                    |AB*|17 23 54.13392 -37 07 33.7476          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
426 |IRAS 17206-3656                    |AB*|17 24 04.8067921872 -36 59 43.072436544|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
427 |IRAS 17207-3632                    |OH*|17 24 07.25496 -36 35 40.4448          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  11|   0
428 |IRAS 17208-3702                    |AB*|17 24 15.7643842704 -37 05 27.763594440|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
429 |IRAS 17210-3720                    |AB*|17 24 29.6332906344 -37 22 48.924059412|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
430 |IRAS 17211-3824                    |AB*|17 24 36.1288536360 -38 26 44.884249692|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
431 |IRAS 17212-3739                    |AB*|17 24 41.7200886000 -37 42 33.042721572|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
432 |IRAS 17212-3633                    |AB*|17 24 32.9943823632 -36 35 48.036407748|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
433 |IRAS 17214-3617                    |AB*|17 24 45.6362337840 -36 19 45.897374100|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
434 |IRAS 17215-3638                    |AB*|17 24 53.32896 -36 41 21.3576          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
435 |IRAS 17215-3630                    |AB*|17 24 53.35056 -36 32 34.6452          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
436 |IRAS 17217-3823                    |AB*|17 25 10.543 -38 26 27.04              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
437 |IRAS 17219-3654                    |AB*|17 25 23.0494953600 -36 57 02.839182912|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
438 |IRAS 17220-3615                    |AB*|17 25 22.7565629376 -36 18 03.606022008|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
439 |IRAS 17221-3636                    |AB*|17 25 33.8069593200 -36 39 25.606332648|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
440 |IRAS 17221-3824                    |AB*|17 25 36.7669218816 -38 27 36.353350404|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
441 |IRAS 17221-3645                    |AB*|17 25 33.69 -36 48 16.5                |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
442 |IRAS 17223-3741                    |AB*|17 25 48.8773023912 -37 44 21.467417676|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
443 |IRAS 17224-3846                    |AB*|17 25 51.2281957920 -38 48 48.347054028|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
444 |IRAS 17226-3813                    |AB*|17 26 07.29048 -38 16 30.2520          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
445 |OH 349.96-00.03                    |AB*|17 19 29.23680 -37 21 35.6868          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  16|   0
446 |IRAS 17219-3627                    |AB*|17 25 21.2268429048 -36 30 13.375812204|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
447 |IRAS 17165-3812                    |AB*|17 19 57.7733770872 -38 15 36.014900400|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
448 |OH 350.55+00.06                    |OH*|17 20 48.51264 -36 49 55.5636          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
449 |OH 351.14+00.08                    |OH*|17 22 28.07592 -36 20 15.9396          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
450 |OH 349.50-00.52                    |OH*|17 20 15.88296 -38 00 42.3612          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   7|   0
451 |IRAS 17166-3659                    |OH*|17 20 04.71216 -37 02 47.0940          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
452 |IRAS 17176-3736                    |OH*|17 21 05.03328 -37 39 02.4516          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
453 |IRAS 17198-3732                    |OH*|17 23 12.36888 -37 34 48.3744          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
454 |IRAS 17198-3611                    |OH*|17 23 16.2696711528 -36 14 21.484136148|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   4|   0
455 |OH 351.4-00.6                      |OH*|17 26 07.29024 -36 26 14.2188          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   8|   0
456 |OH 350.97+00.43                    |OH*|17 20 28.57152 -36 16 04.6344          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   1
457 |IRAS 17155-3659                    |AB*|17 18 59.560 -37 02 51.36              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
458 |IRAS 17153-3753                    |AB*|17 18 46.9396922664 -37 56 09.327949332|     ~   |     ~   |20       |     ~   |     ~   |O-rich         |   3|   1
459 |IRAS 17244-3827                    |AB*|17 27 51.3147149616 -38 30 24.544577628|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
460 |IRAS 17230-3807                    |AB*|17 26 25.8487606656 -38 10 15.483639396|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
461 |IRAS 17231-3617                    |AB*|17 26 30.618 -36 20 30.40              |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
462 |IRAS 17232-3620                    |AB*|17 26 36.08184 -36 23 30.5628          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
463 |IRAS 17232-3828                    |AB*|17 26 46.0468133784 -38 31 16.417671960|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
464 |IRAS 17235-3737                    |AB*|17 26 59.25600 -37 39 56.5560          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
465 |IRAS 17236-3704                    |AB*|17 26 59.7520106832 -37 07 27.427226088|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
466 |IRAS 17237-3631                    |OH*|17 27 07.17264 -36 34 16.0896          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
467 |IRAS 17239-3810                    |AB*|17 27 18.5385545472 -38 13 01.542885708|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
468 |IRAS 17240-3736                    |AB*|17 27 26.1857488752 -37 39 12.561691320|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
469 |IRAS 17241-3848                    |AB*|17 27 39.2110817784 -38 51 27.840312360|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
470 |IRAS 17242-3859                    |OH*|17 27 38.64552 -39 02 10.1472          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
471 |IRAS 17243-3724                    |OH*|17 27 45.69984 -37 27 02.4048          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |  10|   0
472 |IRAS 17244-3707                    |AB*|17 27 53.21088 -37 09 39.9276          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
473 |IRAS 17245-3616                    |AB*|17 27 48.92568 -36 18 46.9764          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
474 |IRAS 17245-3848                    |AB*|17 28 01.9632807120 -38 51 26.068783032|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
475 |IRAS 17246-3705                    |AB*|17 28 05.62560 -37 07 29.4924          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
476 |IRAS 17247-3833                    |AB*|17 28 13.8729945984 -38 35 30.344164908|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
477 |IRAS 17248-3843                    |AB*|17 28 15.5061910992 -38 45 54.168773328|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
478 |IRAS 17249-3901                    |AB*|17 28 24.2216614728 -39 03 30.197814804|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
479 |IRAS 17253-3758                    |AB*|17 28 47.8646449104 -38 00 31.842306000|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
480 |IRAS 17255-3834                    |AB*|17 28 58.8412754688 -38 36 58.793322564|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
481 |IRAS 17260-3722                    |AB*|17 29 28.4049571752 -37 24 59.410265328|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
482 |IRAS 17260-3846                    |AB*|17 29 32.5301133504 -38 48 48.448014372|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
483 |IRAS 17286-3637                    |AB*|17 32 05.2894748760 -36 39 48.571864344|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
484 |IRAS 17327-3703                    |Mi*|17 36 11.1343386048 -37 05 11.790845304|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   6|   0
485 |IRAS 17262-3801                    |AB*|17 29 41.4598049544 -38 03 37.652925024|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
486 |IRAS 17281-3807                    |AB*|17 31 36.8620943640 -38 10 07.980436848|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   0
487 |IRAS 17269-3621                    |AB*|17 30 15.6497294640 -36 23 18.574376172|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
488 |IRAS 17269-3823                    |AB*|17 30 22.4047250496 -38 26 03.804307476|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   3|   1
489 |IRAS 17270-3806                    |AB*|17 30 26.35392 -38 08 49.3080          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
490 |IRAS 17270-3628                    |AB*|17 30 23.6654121432 -36 31 00.604461612|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
491 |IRAS 17272-3723                    |AB*|17 30 39.2546333784 -37 25 49.768220388|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
492 |IRAS 17273-3741                    |AB*|17 30 46.4078604576 -37 43 31.663010244|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
493 |IRAS 17276-3645                    |AB*|17 31 00.9853572408 -36 47 22.790209632|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
494 |IRAS 17276-3813                    |AB*|17 31 06.5272762728 -38 15 55.316898324|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
495 |IRAS 17278-3850                    |AB*|17 31 20.9139798480 -38 52 14.196957024|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
496 |IRAS 17283-3712                    |AB*|17 31 43.6847649528 -37 14 49.593810768|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
497 |IRAS 17283-3820                    |AB*|17 31 47.6579984904 -38 23 07.756616292|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
498 |IRAS 17286-3624                    |AB*|17 32 04.6351368984 -36 27 02.368298484|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
499 |IRAS 17288-3748                    |OH*|17 32 15.9845294784 -37 50 21.334434360|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   9|   0
500 |IRAS 17290-3835                    |AB*|17 32 28.4437902744 -38 37 58.259992944|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   2|   0
501 |IRAS 17290-3807                    |AB*|17 32 31.0273671120 -38 09 30.105304056|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
502 |IRAS 17293-3818                    |AB*|17 32 49.1531907504 -38 20 30.263403120|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
503 |IRAS 17296-3701                    |AB*|17 33 01.8220495822 -37 03 13.126228841|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
504 |IRAS 17297-3741                    |AB*|17 33 07.3601217192 -37 43 08.698019196|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
505 |IRAS 17299-3650                    |AB*|17 33 21.5121267384 -36 52 40.667980512|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
506 |IRAS 17301-3635                    |AB*|17 33 33.22920 -36 37 53.0868          |     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
507 |IRAS 17303-3700                    |OH*|17 33 44.4441375024 -37 02 51.155936448|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   5|   0
508 |IRAS 17304-3722                    |AB*|17 33 49.4496182496 -37 24 12.115027116|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
509 |IRAS 17305-3840                    |AB*|17 33 58.8387970776 -38 42 19.814003496|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
510 |IRAS 17306-3658                    |AB*|17 34 01.1208379896 -37 00 22.096688580|     ~   |     ~   |     ~   |     ~   |     ~   |O-rich         |   1|   0
