C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:19

sptype='F'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
371 |HD 87499                           |*  |10 06 30.4003309152 +43 33 06.816973932|     ~   |10.13    |9.84     |     ~   |     ~   |F              |   4|   0
372 |BD+44 1952B                        |*  |10 06 29.5585237392 +43 33 11.483551764|     ~   |11.07    |10.50    |     ~   |     ~   |F              |   3|   0
373 |BD+39 2249                         |*  |09 28 06.6459895392 +39 13 54.133948056|     ~   |12.01    |11.45    |     ~   |     ~   |F              |   2|   0
374 |HD 278278                          |*  |03 05 26.3968641432 +35 38 09.783563748|     ~   |11.85    |11.09    |     ~   |     ~   |F              |   2|   0
375 |HD 19753                           |*  |03 11 08.2176264696 +14 42 44.195724576|     ~   |10.32    |9.84     |     ~   |     ~   |F              |   3|   0
376 |HD 20137                           |*  |03 14 46.0617736128 +18 01 42.967343532|     ~   |9.28     |8.94     |     ~   |     ~   |F              |  11|   0
377 |V* UY Eri                          |WV*|03 13 39.1354081104 -10 26 32.405933364|     ~   |11.744   |11.281   |11.318   |     ~   |F              |  78|   0
378 |HD 278620                          |PM*|03 26 48.2450954640 +36 33 48.011240628|     ~   |11.86    |11.37    |     ~   |     ~   |F              |   2|   0
379 |HD 275513                          |*  |03 30 10.6961525640 +37 13 34.476386556|     ~   |11.95    |11.38    |     ~   |     ~   |F              |   5|   0
380 |BPS CS 22172-0026                  |HB*|03 30 03.7036495008 -11 13 09.702016392|15.18    |15.13    |14.76    |14.92    |     ~   |F              |   3|   0
381 |HD 275769                          |*  |03 43 52.5489580824 +37 26 30.549381036|     ~   |12.34    |11.63    |     ~   |     ~   |F              |   2|   0
382 |HD 278906                          |*  |03 43 10.9527791496 +35 24 57.261558636|     ~   |12.09    |11.74    |     ~   |     ~   |F              |   2|   0
383 |HD 278855                          |*  |03 37 50.2268999136 +35 20 03.675546096|     ~   |11.63    |10.75    |     ~   |     ~   |F              |   3|   0
384 |HD 23093                           |*  |03 43 10.9956232200 +21 58 07.674051936|     ~   |10.23    |9.85     |     ~   |     ~   |F              |   3|   0
385 |HD 22890                           |*  |03 40 28.0218045624 -01 34 31.715521968|     ~   |11.18    |10.94    |     ~   |     ~   |F              |   4|   0
386 |HD 275870                          |*  |03 50 56.3654025288 +39 22 10.500728988|     ~   |11.65    |11.00    |     ~   |     ~   |F              |   5|   0
387 |HD 278999                          |*  |03 49 44.2112439360 +37 01 15.476204424|     ~   |11.02    |10.44    |     ~   |     ~   |F              |   3|   0
388 |HD 279081                          |** |03 52 27.61968 +35 45 24.0156          |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
389 |V* V928 Per                        |RS*|03 46 30.4351670184 +33 02 34.663984764|     ~   |11.43    |10.39    |9.83     |     ~   |F              |   7|   0
390 |HD 281217                          |*  |03 48 21.6920731320 +32 49 04.474441632|     ~   |11.79    |10.99    |10.8     |11.0     |F              |   8|   0
391 |HD 279063                          |*  |03 50 52.1564138496 +33 01 32.659824144|     ~   |11.99    |11.46    |11.36    |     ~   |F              |   3|   0
392 |HD 282925                          |SB*|03 45 55.7291370576 +27 49 01.161575868|     ~   |11.37    |11.08    |     ~   |     ~   |F              |   4|   0
393 |HD 281276                          |*  |03 49 47.5503107856 +29 11 35.285246700|     ~   |13.20    |13.01    |     ~   |     ~   |F              |   2|   0
394 |HD 24356                           |*  |03 53 16.9186684800 +23 29 56.945152896|     ~   |10.51    |10.06    |     ~   |     ~   |F              |   3|   0
395 |LP 995-86                          |Pe*|03 48 22.6125679056 -39 08 37.013680104|     ~   |13.61    |13.15    |     ~   |     ~   |F              |  98|   0
396 |HD 275996                          |*  |03 58 16.2401711832 +38 42 13.320060048|13.67    |11.53    |10.84    |     ~   |     ~   |F              |   4|   0
397 |HD 276033                          |*  |04 00 09.3435932040 +38 56 09.349404504|13.48    |11.62    |10.88    |     ~   |     ~   |F              |   3|   0
398 |HD 279344                          |*  |04 04 20.5721261496 +36 32 37.057381476|     ~   |13.20    |11.94    |     ~   |     ~   |F              |   3|   0
399 |HD 279258                          |*  |03 58 19.5454733688 +34 34 45.374935260|     ~   |11.77    |11.19    |     ~   |     ~   |F              |   3|   0
400 |HD 281351                          |*  |03 59 15.9334576152 +33 51 56.706518556|     ~   |12.33    |12.19    |     ~   |     ~   |F              |   2|   0
401 |HD 281372                          |*  |03 56 41.3156020344 +32 30 22.751482752|     ~   |12.01    |12.37    |     ~   |     ~   |F              |   2|   0
402 |HD 279263                          |*  |04 00 00.3382220616 +34 18 18.120411360|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
403 |HD 281389                          |*  |03 56 59.4659294664 +31 35 53.612392272|     ~   |12.11    |11.25    |     ~   |     ~   |F              |   2|   0
404 |HD 281408                          |*  |03 56 48.8728231416 +30 38 46.650665148|     ~   |12.28    |12.28    |     ~   |     ~   |F              |   2|   0
405 |HD 283223                          |*  |04 00 41.3459416680 +26 52 22.621516500|     ~   |12.55    |11.16    |     ~   |     ~   |F              |   2|   0
406 |HD 283270                          |*  |04 00 00.8383090392 +24 17 10.142082204|     ~   |11.65    |11.22    |     ~   |     ~   |F              |   4|   0
407 |HD 25557                           |*  |04 04 18.7181911824 +20 40 45.176897136|     ~   |9.17     |9.03     |     ~   |     ~   |F              |   8|   0
408 |BD+08 628                          |*  |04 04 01.3362620160 +09 17 33.334312884|     ~   |11.17    |10.61    |     ~   |     ~   |F              |   1|   0
409 |HD 276082                          |** |04 10 37.3291394688 +40 19 00.135130656|     ~   |11.045   |10.234   |10.066   |     ~   |F              |   5|   0
410 |HD 276106                          |*  |04 08 49.3308426432 +38 40 47.010709308|13.27    |11.35    |10.66    |     ~   |     ~   |F              |   3|   0
411 |HD 281609                          |*  |04 08 38.8908652008 +33 55 57.699416280|     ~   |12.38    |11.94    |     ~   |     ~   |F              |   2|   0
412 |HD 281841                          |*  |04 18 24.0133158864 +33 30 52.958037816|     ~   |12.47    |12.69    |     ~   |     ~   |F              |   2|   0
413 |HD 281688                          |*  |04 10 03.4563366840 +29 20 06.757486872|     ~   |12.18    |11.91    |     ~   |     ~   |F              |   2|   0
414 |HD 27087                           |*  |04 17 36.9180499272 +22 15 35.198236872|     ~   |9.65     |9.19     |     ~   |     ~   |F              |   1|   0
415 |HD 284274                          |*  |04 13 52.4477465232 +20 09 56.725528320|     ~   |11.61    |11.30    |     ~   |     ~   |F              |   2|   0
416 |HD 286604                          |*  |04 12 08.7104669064 +12 34 42.438978372|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
417 |V* AC Eri                          |RR*|04 16 05.8430725056 -14 33 59.774477472|14.55    |14.82    |14.40    |14.26    |     ~   |F              |  16|   0
418 |HD 276212                          |*  |04 19 07.0370602080 +39 39 11.241341136|     ~   |11.73    |11.10    |     ~   |     ~   |F              |   2|   0
419 |HD 276382                          |*  |04 25 22.0552304832 +39 21 26.099073036|     ~   |12.47    |11.80    |     ~   |     ~   |F              |   2|   0
420 |HD 276373                          |*  |04 24 38.4217640088 +39 39 31.899998772|     ~   |10       |     ~   |     ~   |     ~   |F              |   2|   0
421 |HD 282058                          |*  |04 25 08.3057527320 +33 58 14.984704776|     ~   |12.10    |11.44    |     ~   |     ~   |F              |   2|   0
422 |HD 282080                          |*  |04 29 25.0723467192 +33 26 31.471610388|     ~   |11.66    |11.04    |     ~   |     ~   |F              |   2|   0
423 |HD 281964                          |*  |04 24 12.0314536128 +33 00 21.405215484|     ~   |12.03    |11.46    |     ~   |     ~   |F              |   2|   0
424 |HD 282139                          |*  |04 25 21.4209703464 +31 10 43.912217604|     ~   |12.52    |11.08    |     ~   |     ~   |F              |   5|   0
425 |HD 282146                          |*  |04 29 26.6651699304 +31 23 12.422089032|     ~   |12.78    |12.53    |     ~   |     ~   |F              |   2|   0
426 |HD 282177                          |*  |04 27 39.5555107656 +29 32 03.613552764|     ~   |12.17    |11.27    |     ~   |     ~   |F              |   2|   0
427 |HD 285818                          |*  |04 28 57.3562724880 +15 10 28.236157248|     ~   |11.89    |11.25    |     ~   |     ~   |F              |   1|   0
428 |BD+09 565                          |*  |04 21 27.1083485376 +09 53 50.831223000|     ~   |11.54    |11.21    |     ~   |     ~   |F              |   3|   0
429 |HD 276646                          |*  |04 35 07.9823122200 +40 30 51.829621776|     ~   |11.44    |11.05    |     ~   |     ~   |F              |   2|   0
430 |TYC 2880-1061-1                    |*  |04 37 05.7866654568 +37 38 52.103972472|     ~   |12.06    |12.09    |     ~   |     ~   |F              |   1|   0
431 |HD 279919                          |*  |04 33 37.7236521216 +38 34 23.299968360|     ~   |12.05    |11.89    |     ~   |     ~   |F              |   2|   0
432 |HD 279976                          |*  |04 33 44.2029501000 +34 51 15.511351464|     ~   |11.74    |11.07    |     ~   |     ~   |F              |   4|   0
433 |EM* LkHA 101                       |Em*|04 30 14.4355820328 +35 16 23.983198932|     ~   |17.91    |15.71    |13.33    |     ~   |F              | 344|   0
434 |HD 282369                          |*  |04 39 07.0215745296 +31 14 25.695259044|     ~   |12.06    |11.87    |     ~   |     ~   |F              |   2|   0
435 |HD 283681                          |*  |04 34 20.2367194848 +28 54 27.181839420|     ~   |12.67    |12.71    |     ~   |     ~   |F              |   3|   0
436 |HD 283791                          |*  |04 40 21.7346392824 +27 27 41.540606064|     ~   |12.05    |11.79    |     ~   |     ~   |F              |   4|   0
437 |HD 284499                          |*  |04 31 36.5865676032 +21 26 51.555522084|     ~   |10       |     ~   |     ~   |     ~   |F              |   2|   0
438 |HD 285867                          |*  |04 30 45.7972432776 +16 33 45.874029348|     ~   |12.36    |12.34    |     ~   |     ~   |F              |   5|   0
439 |V* HQ Per                          |cC*|04 43 57.8808060360 +40 50 05.208755244|     ~   |     ~   |     ~   |     ~   |     ~   |F              |  39|   0
440 |HD 276763                          |*  |04 44 07.4072097312 +41 57 01.546395696|     ~   |11.69    |11.35    |     ~   |     ~   |F              |   2|   0
441 |HD 276708                          |*  |04 42 18.5311141944 +40 44 31.071714540|     ~   |11.76    |11.39    |     ~   |     ~   |F              |   2|   0
442 |HD 280029                          |PM*|04 41 52.5497496216 +38 58 23.818655136|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
443 |HD 280084                          |*  |04 47 05.5282153032 +38 38 30.526562868|     ~   |11.91    |11.09    |     ~   |     ~   |F              |   2|   0
444 |HD 280089                          |*  |04 44 52.7921004480 +38 20 43.533866544|     ~   |11.73    |11.60    |     ~   |     ~   |F              |   2|   0
445 |HD 280112                          |*  |04 47 10.7325050400 +36 53 59.195209596|     ~   |11.42    |11.02    |     ~   |     ~   |F              |   2|   0
446 |HD 282456                          |*  |04 50 39.0168587928 +32 43 18.778107684|     ~   |12.06    |11.74    |     ~   |     ~   |F              |   3|   0
447 |HD 282417                          |*  |04 43 59.6941581192 +31 13 07.365546552|     ~   |12.006   |11.083   |11.016   |     ~   |F              |   2|   0
448 |HD 282427                          |*  |04 44 18.3867420840 +30 27 45.732160692|     ~   |11.94    |11.56    |     ~   |     ~   |F              |   2|   0
449 |HD 282536                          |*  |04 52 03.9904297152 +29 58 08.441682528|     ~   |11.74    |11.07    |     ~   |     ~   |F              |   2|   0
450 |HD 283831                          |*  |04 48 27.9231796200 +28 29 10.183844796|     ~   |12.36    |11.54    |     ~   |     ~   |F              |   2|   0
451 |HD 283870                          |*  |04 48 24.7966591272 +26 06 42.111408744|     ~   |11.91    |11.40    |     ~   |     ~   |F              |   4|   0
452 |HD 284805                          |*  |04 49 19.6687387128 +20 36 55.164651660|     ~   |12.19    |11.55    |     ~   |     ~   |F              |   3|   0
453 |HD 286074                          |*  |04 51 07.2276946632 +17 17 56.167325376|     ~   |11.81    |11.06    |     ~   |     ~   |F              |   2|   0
454 |RAT J0449+1756                     |SX*|04 49 52.2702661416 +17 56 39.058275372|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   3|   0
455 |TYC 91-503-1                       |*  |04 43 23.2594462920 +05 15 23.821683732|     ~   |10.23    |9.92     |     ~   |     ~   |F              |   4|   0
456 |HD 30590                           |*  |04 49 08.5129382928 +05 13 06.578142816|     ~   |9.42     |9.21     |     ~   |     ~   |F              |  14|   0
457 |1E 043947-1620.5                   |*  |04 42 02.0 -16 14 48                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
458 |HD 272173                          |*  |04 48 36.1372219728 -42 39 48.331724760|     ~   |12.3     |     ~   |     ~   |     ~   |F              |   1|   0
459 |HD 277080                          |*  |04 54 48.6320695368 +43 09 12.080993076|     ~   |11.41    |10.30    |     ~   |     ~   |F              |   2|   0
460 |HD 277003                          |*  |04 53 38.4053911032 +41 49 40.226515608|     ~   |11.58    |11.19    |     ~   |     ~   |F              |   3|   0
461 |HD 277284                          |*  |05 00 05.8337896800 +40 08 16.402677540|     ~   |11.72    |11.34    |     ~   |     ~   |F              |   2|   0
462 |HD 277407                          |*  |05 02 35.4568848480 +40 03 49.944249180|     ~   |11.77    |11.16    |     ~   |     ~   |F              |   3|   0
463 |HD 277302                          |*  |05 00 49.1524349112 +39 28 11.852946516|     ~   |11.65    |11.17    |     ~   |     ~   |F              |   2|   0
464 |HD 280279                          |*  |05 00 01.6784317800 +38 40 40.160093664|     ~   |12.46    |10.99    |     ~   |     ~   |F              |   3|   0
465 |HD 280256                          |*  |04 58 08.3771903328 +35 55 46.364705544|     ~   |11.68    |11.23    |     ~   |     ~   |F              |   2|   0
466 |HD 280312                          |*  |04 58 24.3389973336 +36 17 02.472635292|     ~   |11.64    |11.41    |     ~   |     ~   |F              |   2|   0
467 |HD 31879                           |*  |05 01 01.8498810696 +38 24 50.968858968|     ~   |9.29     |9.08     |     ~   |     ~   |F              |  13|   0
468 |HD 282499                          |*  |04 52 45.0640233384 +33 10 01.406488260|     ~   |12.08    |11.36    |     ~   |     ~   |F              |   2|   0
469 |HD 282604                          |*  |04 56 06.0893276424 +31 29 58.834742352|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
470 |HD 282706                          |*  |05 01 23.8712534424 +31 42 33.005554740|     ~   |10       |     ~   |     ~   |     ~   |F              |   2|   0
471 |HD 282845                          |*  |05 03 40.9579209864 +31 15 39.437725572|     ~   |11.90    |11.44    |     ~   |     ~   |F              |   2|   0
472 |HD 284872                          |** |04 53 43.475376 +22 21 48.41316        |     ~   |12.126   |11.384   |11.198   |     ~   |F              |   3|   0
473 |HD 285052                          |*  |04 58 08.5538788800 +20 38 52.310129820|     ~   |11.97    |11.58    |     ~   |     ~   |F              |   2|   0
474 |HD 285205                          |*  |05 02 46.0932093288 +20 18 34.570789632|     ~   |12.34    |11.48    |     ~   |     ~   |F              |   2|   0
475 |HD 285068                          |*  |04 56 44.1989086824 +20 06 50.316640128|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
476 |HD 286144                          |*  |04 56 19.8460447728 +17 20 29.761571652|     ~   |11.93    |11.69    |     ~   |     ~   |F              |   3|   0
477 |HD 286258                          |*  |05 00 38.2153484784 +15 50 12.606716760|     ~   |11.88    |11.31    |     ~   |     ~   |F              |   3|   0
478 |HD 287265                          |*  |04 58 23.6014667712 +13 28 57.859616208|     ~   |11.68    |11.09    |     ~   |     ~   |F              |   2|   0
479 |HD 287295                          |*  |04 56 07.7323534680 +11 35 56.838306012|     ~   |11.88    |11.30    |     ~   |     ~   |F              |   3|   0
480 |RAT J0455+1254                     |SX*|04 55 16.4262826536 +12 54 10.556149032|     ~   |     ~   |16.0     |     ~   |     ~   |F              |   3|   0
481 |HD 287434                          |*  |05 00 34.7692884096 +10 48 49.598336124|     ~   |12.14    |11.54    |11.57    |     ~   |F              |   3|   0
482 |EC 04517-2250                      |*  |04 53 52.1821796448 -22 45 35.094597984|     ~   |11.380   |10.864   |     ~   |     ~   |F              |   6|   0
483 |HD 273041                          |*  |05 03 42.7603367136 -43 20 48.610221684|     ~   |13.03    |11.55    |     ~   |     ~   |F              |   2|   0
484 |HD 272351                          |*  |04 56 48.8597746272 -43 05 37.739666544|     ~   |10       |     ~   |     ~   |     ~   |F              |   3|   0
485 |HD 33702                           |** |05 13 55.4747827872 +39 57 32.982377544|     ~   |9.98     |9.62     |     ~   |     ~   |F              |   8|   0
486 |HD 277800                          |*  |05 13 54.6276901632 +39 52 31.147093632|     ~   |10.897   |10.809   |10.886   |     ~   |F              |   2|   0
487 |HD 280529                          |*  |05 05 14.1700917192 +34 15 25.385288976|     ~   |11.87    |11.46    |     ~   |     ~   |F              |   2|   0
488 |HD 33582                           |*  |05 12 46.0540999944 +33 02 58.416760248|     ~   |9.67     |9.32     |     ~   |     ~   |F              |   2|   0
489 |HD 33800                           |EB*|05 14 14.2847801458 +31 58 24.145133527|     ~   |9.78     |9.66     |     ~   |     ~   |F              |   9|   0
490 |HD 32852                           |*  |05 06 34.1869105632 +12 42 55.075231548|     ~   |9.51     |9.05     |     ~   |     ~   |F              |   2|   0
491 |HD 287492                          |*  |05 05 29.1582194568 +01 36 10.421254584|     ~   |11.55    |11.12    |     ~   |     ~   |F              |   2|   0
492 |HD 273101                          |*  |05 07 06.8051122032 -42 57 49.185424080|     ~   |12.21    |12.47    |     ~   |     ~   |F              |   2|   0
493 |HD 280848                          |*  |05 19 38.3268901584 +38 22 30.988036524|     ~   |11.35    |11.19    |     ~   |     ~   |F              |   2|   0
494 |HD 34809                           |*  |05 21 30.1951750272 +31 27 53.725068000|     ~   |9.80     |9.43     |     ~   |     ~   |F              |   3|   0
495 |HD 34020                           |*  |05 15 10.0259753256 +21 28 35.597139636|     ~   |9.42     |9.00     |     ~   |     ~   |F              |   3|   0
496 |HD 34976                           |*  |05 22 09.9901494744 +20 07 34.816031544|     ~   |10.24    |9.72     |     ~   |     ~   |F              |   5|   0
497 |BD+19 905B                         |*  |05 22 10.0734486456 +20 07 29.317677312|     ~   |10.77    |10.30    |     ~   |     ~   |F              |   4|   0
498 |HD 290282                          |*  |05 22 22.1219165880 +00 23 12.892713432|     ~   |11.78    |11.26    |     ~   |     ~   |F              |   2|   0
499 |HD 294047                          |*  |05 25 29.0686624080 -02 27 40.842764856|     ~   |12.01    |11.62    |     ~   |     ~   |F              |   6|   0
500 |HD 34661                           |*  |05 17 42.2972500896 -32 49 03.779861340|     ~   |10.51    |10.22    |     ~   |     ~   |F              |   3|   0
501 |HD 274375                          |*  |05 21 22.8499177320 -44 28 39.745336908|     ~   |12.95    |12.12    |     ~   |     ~   |F              |   5|   0
502 |HD 281097                          |*  |05 29 25.4468917584 +37 56 57.933208536|     ~   |10.91    |10.55    |     ~   |     ~   |F              |   4|   0
503 |HD 36069                           |** |05 30 51.3724463969 +38 42 04.342779150|     ~   |9.91     |9.59     |     ~   |     ~   |F              |   5|   0
504 |HD 36072                           |Pu*|05 29 51.2083844617 +18 25 50.678983672|     ~   |8.64     |8.17     |     ~   |     ~   |F              |  16|   0
505 |UCAC4 466-010444                   |*  |05 26 48.6060124944 +03 04 24.690277380|     ~   |14.32    |13.79    |13.73    |     ~   |F              |   3|   0
506 |HD 287941                          |*  |05 30 43.7631774936 +02 25 00.575756940|     ~   |11.88    |11.68    |     ~   |     ~   |F              |   6|   0
507 |HD 290512                          |*  |05 30 42.6899168451 -01 01 22.526058243|     ~   |11.58    |11.19    |     ~   |     ~   |F              |   5|   0
508 |HD 294206                          |*  |05 33 01.3624413912 -03 38 35.880178272|     ~   |11.87    |11.22    |     ~   |     ~   |F              |   3|   0
509 |HD 294294                          |PM*|05 37 04.2841639896 -04 38 21.152793444|     ~   |11.924   |11.345   |11.238   |     ~   |F              |  14|   0
510 |HD 274324                          |PM*|05 33 54.0986652144 -42 30 16.027897536|     ~   |11.8     |     ~   |     ~   |     ~   |F              |   4|   0
511 |HD 274273                          |*  |05 29 43.9095967536 -43 11 06.885956580|     ~   |12.39    |11.83    |     ~   |     ~   |F              |   2|   0
512 |HD 274327                          |*  |05 32 24.72 -42 29 04.4                |     ~   |11.8     |     ~   |     ~   |     ~   |F              |   1|   0
513 |HD 274349                          |*  |05 35 36.8673789120 -43 36 23.240504988|     ~   |11.7     |     ~   |     ~   |     ~   |F              |   1|   0
514 |HD 274357                          |*  |05 33 14.2274416752 -43 42 21.255814404|     ~   |12.74    |12.63    |     ~   |     ~   |F              |   6|   0
515 |HD 246506                          |*  |05 42 57.9367861056 +32 29 05.612580348|     ~   |11.71    |11.49    |     ~   |     ~   |F              |   2|   0
516 |HD 37978                           |*  |05 43 31.9823827992 +26 18 16.278500808|     ~   |8.74     |8.33     |     ~   |     ~   |F              |   3|   0
517 |HD 37538                           |*  |05 40 15.7735814232 +24 57 55.661951808|     ~   |9.75     |9.25     |9.31     |     ~   |F              |   5|   0
518 |HD 37558                           |*  |05 40 14.0345334264 +21 17 09.570457644|     ~   |8.96     |8.57     |     ~   |     ~   |F              |  10|   0
519 |HD 38476                           |*  |05 47 01.1406463248 +21 40 31.635569064|     ~   |9.00     |8.69     |     ~   |     ~   |F              |   2|   0
520 |HD 288198                          |*  |05 42 29.9821691112 +02 59 06.625903704|     ~   |11.42    |10.74    |     ~   |     ~   |F              |   3|   0
521 |HD 288260                          |*  |05 46 06.3018457835 +00 57 02.349623794|     ~   |11.86    |11.81    |     ~   |     ~   |F              |   3|   0
522 |V* V1791 Ori                       |Or*|05 40 37.3589032680 -08 04 03.013089456|     ~   |     ~   |11.55    |     ~   |11.822   |F              |  34|   0
523 |HD 247910                          |*  |05 49 43.9032515112 +31 45 28.545935256|     ~   |11.1     |10.9     |     ~   |     ~   |F              |   3|   0
524 |HD 39950                           |*  |05 56 46.5774523176 +21 44 02.595883092|     ~   |9.53     |8.91     |     ~   |     ~   |F              |   6|   0
525 |BD+42 1471                         |*  |06 03 15.7048140648 +42 39 58.846332348|     ~   |9.63     |9.20     |     ~   |     ~   |F              |   1|   0
526 |HD 40411                           |*  |06 00 20.0891203296 +38 33 54.277598664|     ~   |9.23     |8.90     |     ~   |     ~   |F              |   5|   0
527 |HD 41317                           |Pu*|06 05 57.6281531280 +34 58 15.051212652|     ~   |9.38     |9.36     |     ~   |     ~   |F              |   6|   0
528 |HD 42315                           |*  |06 11 09.4519287792 +25 56 07.479583908|     ~   |9.38     |8.92     |     ~   |     ~   |F              |   7|   0
529 |BD+42 1501                         |*  |06 11 33.6772830888 +42 05 03.133557348|     ~   |9.82     |9.19     |     ~   |     ~   |F              |   2|   0
530 |HD 43606                           |*  |06 18 23.4525142920 +30 15 11.070552096|     ~   |9.27     |8.91     |     ~   |     ~   |F              |   3|   0
531 |HD 42857                           |*  |06 14 23.0315444064 +28 01 43.086125028|     ~   |9.51     |9.17     |     ~   |     ~   |F              |   3|   0
532 |TYC 743-1387-1                     |*  |06 15 45.7416308448 +13 08 23.745913260|     ~   |12.04    |11.46    |     ~   |     ~   |F              |   3|   0
533 |HD 288614                          |*  |06 19 36.2175898800 +01 05 54.968759376|     ~   |11.633   |11.346   |11.321   |     ~   |F              |   1|   0
534 |HD 44559                           |*  |06 23 48.8552551128 +31 46 11.434970388|     ~   |9.45     |9.08     |     ~   |     ~   |F              |   2|   0
535 |HD 46252                           |*  |06 33 18.5152264416 +24 02 29.255094420|     ~   |9.26     |8.90     |     ~   |     ~   |F              |   9|   0
536 |HD 46298                           |*  |06 33 28.5134665896 +20 52 09.750676368|     ~   |9.58     |9.29     |     ~   |     ~   |F              |   3|   0
537 |HD 45786                           |*  |06 30 09.6999990408 +15 57 56.620651644|     ~   |9.53     |9.451    |     ~   |     ~   |F              |   6|   0
538 |BD+03 1239                         |*  |06 25 40.1900466096 +02 56 04.557769512|     ~   |11.08    |10.46    |     ~   |     ~   |F              |   2|   0
539 |HD 288643                          |*  |06 22 49.3744305456 +01 23 43.802606148|     ~   |10.50    |10.18    |     ~   |     ~   |F              |   3|   0
540 |BD+00 1446a                        |*  |06 30 12.1232639424 +00 49 02.130841596|     ~   |10.84    |10.39    |     ~   |     ~   |F              |   1|   0
541 |HD 291698                          |*  |06 26 44.6259521688 -01 07 26.200934508|     ~   |11.08    |10.81    |     ~   |     ~   |F              |   3|   0
542 |HD 295037                          |*  |06 24 05.3264791032 -04 48 04.405896396|     ~   |11.41    |10.89    |     ~   |     ~   |F              |   2|   0
543 |HD 295010                          |*  |06 25 38.5642779576 -03 12 28.386445788|     ~   |11.51    |11.14    |     ~   |     ~   |F              |   3|   0
544 |CD-41 2439                         |*  |06 30 38.7081571320 -41 10 51.895442712|     ~   |10.65    |10.36    |     ~   |     ~   |F              |   3|   0
545 |HD 46982                           |*  |06 38 29.5273800096 +43 04 04.308660084|     ~   |10.59    |10.24    |     ~   |     ~   |F              |   2|   0
546 |BD+36 1493                         |*  |06 44 11.5798773048 +36 09 14.716883160|     ~   |9.12     |8.68     |     ~   |     ~   |F              |   1|   0
547 |HD 261098                          |*  |06 39 28.3794413472 +32 30 56.036068272|     ~   |11.61    |11.56    |     ~   |     ~   |F              |   2|   0
548 |HD 261983                          |*  |06 42 30.0 +32 55 00                   |     ~   |     ~   |11.8     |     ~   |     ~   |F              |   1|   0
549 |NSV 3094                           |V* |06 41 00.6030370872 +12 21 12.590063028|     ~   |11.42    |10.85    |     ~   |     ~   |F              |   2|   0
550 |GSC 00155-01022                    |SB*|06 39 14.2629716496 +04 57 38.555102664|     ~   |12.9     |12.2     |     ~   |     ~   |F              |   1|   0
551 |HD 291786                          |*  |06 34 33.9854123232 +00 42 41.690729952|     ~   |10       |     ~   |     ~   |     ~   |F              |   1|   0
552 |TYC 5369-1556-1                    |*  |06 37 40.8640607088 -10 09 53.166150540|     ~   |10.38    |9.95     |     ~   |     ~   |F              |   1|   0
553 |UCAC3 118-29198                    |PM*|06 44 31.3307609928 -31 04 19.729045380|     ~   |     ~   |10.6     |12.41    |11.99    |F              |   1|   0
554 |HD 49402                           |*  |06 50 25.9070269344 +43 18 13.793406120|     ~   |10.45    |10.13    |     ~   |     ~   |F              |   2|   0
555 |HD 48714                           |*  |06 46 13.5146874072 +34 17 43.742975856|     ~   |9.51     |9.58     |     ~   |     ~   |F              |   4|   0
556 |HD 263877                          |*  |06 48 36.0 +33 46 00                   |     ~   |     ~   |11.0     |     ~   |     ~   |F              |   1|   0
557 |HD 51004                           |*  |06 56 04.7543463072 +10 56 03.643852056|     ~   |8.92     |8.69     |     ~   |     ~   |F              |   2|   0
558 |HD 292533                          |*  |06 52 56.8271912664 +00 31 46.504620912|     ~   |11.41    |11.34    |     ~   |     ~   |F              |   3|   0
559 |HD 289218                          |*  |06 49 55.4213604912 +01 05 13.110997452|     ~   |11.99    |12.26    |     ~   |     ~   |F              |   2|   0
560 |HD 292737                          |*  |06 54 06.9496456344 -01 11 40.578507060|     ~   |11.82    |11.79    |     ~   |     ~   |F              |   3|   0
561 |HD 51593                           |*  |06 59 12.9359920608 +29 16 23.906658540|     ~   |9.09     |8.76     |     ~   |     ~   |F              |   3|   0
562 |HD 51584                           |*  |06 58 36.2666755824 +16 29 08.895721380|     ~   |11.17    |11.14    |     ~   |     ~   |F              |   2|   0
563 |HD 51500                           |*  |06 58 12.9289491984 +15 52 43.422910896|     ~   |9.42     |9.02     |     ~   |     ~   |F              |   3|   0
564 |HD 51692                           |*  |06 59 02.9285146440 +15 26 59.023512672|     ~   |10.91    |10.49    |     ~   |     ~   |F              |   3|   0
565 |HD 51780                           |*  |06 59 15.8561044368 +14 09 03.603136860|     ~   |10.97    |10.58    |     ~   |     ~   |F              |   3|   0
566 |HD 52584                           |*  |07 02 20.2021068600 +14 35 29.509763568|     ~   |10.64    |10.77    |     ~   |     ~   |F              |   2|   0
