C.D.S.  -  SIMBAD4 rel 1.8  -  2023.08.06CEST15:41:19

sptype='F'
----------

Number of objects : 1000  (truncated to 1000 objects)

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  Mag U  |  Mag B  |  Mag V  |  Mag R  |  Mag I  |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|---------|---------|---------|---------|---------|---------------|----|----
759 |HD 17834                           |PM*|02 52 19.6395175296 +18 43 17.843473092|     ~   |9.60     |9.20     |     ~   |     ~   |F              |   4|   0
760 |V* DV Peg                          |EB*|21 27 07.0155441720 +21 22 30.351122832|     ~   |12.47    |11.83    |12.17    |     ~   |F              |  15|   0
761 |HD 209377                          |Pu*|22 02 26.4721349928 +24 46 02.391012156|     ~   |9.57     |9.20     |     ~   |     ~   |F              |   2|   0
762 |HD 16657                           |*  |02 40 46.1131514232 +19 59 35.898220104|     ~   |9.46     |9.07     |     ~   |     ~   |F              |   4|   0
763 |HD 17077                           |*  |02 45 08.6554653768 +21 22 58.282833972|     ~   |10.25    |9.80     |     ~   |     ~   |F              |   2|   0
764 |HD 18190                           |** |02 55 49.4782087365 +19 09 12.784673093|     ~   |9.41     |9.04     |     ~   |     ~   |F              |  19|   0
765 |HD 218698                          |*  |23 09 50.8233621336 +27 59 18.207480804|     ~   |9.33     |9.11     |     ~   |     ~   |F              |   4|   0
766 |HD 220089                          |*  |23 20 45.6964458432 +29 14 22.558927704|     ~   |9.75     |9.41     |     ~   |     ~   |F              |   3|   0
767 |HD 1745                            |*  |00 21 52.2200320872 +28 15 45.564728292|     ~   |9.36     |8.97     |     ~   |     ~   |F              |   3|   0
768 |HD 214860                          |*  |22 40 43.1603307672 +29 59 32.528993784|     ~   |9.94     |9.54     |     ~   |     ~   |F              |   7|   0
769 |HD 5956                            |*  |01 01 23.4172205208 +30 38 17.767776624|     ~   |9.42     |9.06     |8.9      |     ~   |F              |  12|   0
770 |HD 16328                           |*  |02 38 01.3604296728 +28 02 50.755558848|     ~   |9.63     |9.14     |     ~   |     ~   |F              |   5|   0
771 |HD 224069                          |*  |23 54 48.0950176272 +37 35 39.794746848|     ~   |9.33     |8.94     |     ~   |     ~   |F              |   6|   0
772 |HD 224185                          |*  |23 55 47.9925431736 +37 42 11.426689692|     ~   |9.57     |9.25     |     ~   |     ~   |F              |   3|   0
773 |Cl* NGC 752 REB 8                  |*  |01 53 14.0093897376 +36 59 22.832407464|     ~   |12.39    |11.69    |     ~   |     ~   |F              |   3|   0
774 |Cl* NGC 752 REB 25                 |*  |01 53 00.7548152208 +38 00 51.630669864|     ~   |12.86    |12.42    |     ~   |     ~   |F              |   3|   0
775 |NGC 752 78                         |PM*|01 56 22.2228001176 +37 47 12.156834984|     ~   |12.23    |11.56    |     ~   |     ~   |F              |  10|   0
776 |CSI+37-01570                       |*  |02 00 00.0 +37 31 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   0|   0
777 |CSI+37-01582 1                     |*  |02 01 12.0 +37 40 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   0|   0
778 |CSI+36-01584                       |*  |02 01 24.0 +36 48 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   0|   0
779 |Cl* NGC 752 REB 248                |*  |01 59 13.4697930696 +36 59 29.425058484|     ~   |12.32    |12.15    |     ~   |     ~   |F              |   2|   0
780 |Cl* NGC 752 REB 263                |*  |02 00 00.0 +37 31 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
781 |Cl* NGC 752 REB 300                |*  |02 01 12.0 +37 40 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
782 |Cl* NGC 752 REB 282                |*  |02 01 24.0 +36 48 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
783 |HD 3713                            |*  |00 40 14.3199897744 +43 28 00.641905788|     ~   |9.34     |9.04     |     ~   |     ~   |F              |   3|   0
784 |HD 4444                            |** |00 47 03.23622 +41 57 53.4071          |     ~   |9.36     |9.02     |     ~   |     ~   |F              |  19|   0
785 |CSI+38-01598                       |*  |02 02 48.0 +38 16 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   0|   0
786 |BD+37 469                          |*  |02 03 11.7473688000 +37 55 26.520659256|     ~   |9.78     |9.27     |     ~   |     ~   |F              |   2|   0
787 |Cl* NGC 752 REB 325                |*  |02 02 48.0 +38 16 00                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
788 |TYC 2322-142-1                     |*  |02 15 46.9671902928 +37 23 20.493998772|     ~   |11.85    |11.65    |     ~   |     ~   |F              |   1|   0
789 |CHSS 561                           |*  |09 00 42.4329078264 +28 40 29.016226344|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
790 |CHSS 563                           |*  |09 01 18.4092741480 +28 00 45.414193464|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
791 |CHSS 569                           |*  |09 03 13.9726850184 +29 28 49.551161412|     ~   |     ~   |13.28    |     ~   |     ~   |F              |   1|   0
792 |CHSS 573                           |*  |09 04 57.4 +29 20 22                   |     ~   |     ~   |15.13    |     ~   |     ~   |F              |   1|   0
793 |CHSS 577                           |*  |09 06 38.6259174024 +29 24 09.172739412|     ~   |     ~   |14.61    |     ~   |     ~   |F              |   1|   0
794 |CHSS 579                           |*  |09 07 53.1716848272 +29 28 36.559585668|     ~   |     ~   |15.71    |     ~   |     ~   |F              |   1|   0
795 |CHSS 580                           |*  |09 08 23.1 +29 02 57                   |     ~   |     ~   |14.67    |     ~   |     ~   |F              |   1|   0
796 |CHSS 581                           |*  |09 08 43.2 +29 00 12                   |     ~   |     ~   |13.36    |     ~   |     ~   |F              |   1|   0
797 |CHSS 582                           |*  |09 08 48.4358527560 +28 57 09.977464368|     ~   |     ~   |14.70    |     ~   |     ~   |F              |   1|   0
798 |CHSS 584                           |*  |09 09 44.3199633024 +29 27 58.497615684|     ~   |     ~   |15.92    |     ~   |     ~   |F              |   1|   0
799 |CHSS 585                           |*  |09 10 07.5587562288 +28 51 03.528157032|     ~   |     ~   |14.36    |     ~   |     ~   |F              |   1|   0
800 |CHSS 586                           |*  |09 10 11.9855429616 +29 10 30.713133972|     ~   |     ~   |15.22    |     ~   |     ~   |F              |   1|   0
801 |CHSS 560                           |*  |09 00 18.6893052552 +28 36 12.096518580|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
802 |CHSS 562                           |*  |09 00 43.5121219128 +29 25 49.473524676|     ~   |     ~   |14.20    |     ~   |     ~   |F              |   1|   0
803 |CHSS 565                           |*  |09 02 15.8388726408 +29 14 52.205792424|     ~   |     ~   |14.19    |     ~   |     ~   |F              |   1|   0
804 |CHSS 578                           |*  |09 07 32.6441870568 +29 38 38.230858320|     ~   |     ~   |15.21    |     ~   |     ~   |F              |   1|   0
805 |CHSS 590                           |*  |09 11 09.8386924992 +29 29 35.953068552|     ~   |     ~   |15.41    |     ~   |     ~   |F              |   1|   0
806 |CHSS 574                           |*  |09 05 19.7996750880 +27 57 03.449230200|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
807 |CHSS 592                           |*  |09 13 15.8123658048 +29 40 03.964495800|     ~   |     ~   |16.38    |     ~   |     ~   |F              |   2|   0
808 |CHSS 593                           |*  |09 13 56.4392984544 +29 45 19.695892032|     ~   |     ~   |14.12    |     ~   |     ~   |F              |   1|   0
809 |CHSS 594                           |*  |09 14 09.3491013744 +29 39 33.268191012|     ~   |     ~   |13.27    |     ~   |     ~   |F              |   1|   0
810 |CHSS 595                           |*  |09 14 09.5237139720 +29 39 50.852745252|     ~   |     ~   |13.87    |     ~   |     ~   |F              |   1|   0
811 |CHSS 597                           |*  |09 14 51.0764331648 +29 24 27.337617936|     ~   |     ~   |14.84    |     ~   |     ~   |F              |   1|   0
812 |CHSS 598                           |*  |09 14 58.4700608592 +29 29 07.660826916|     ~   |     ~   |14.35    |     ~   |     ~   |F              |   1|   0
813 |CHSS 600                           |*  |09 16 23.2727468640 +29 24 43.947254592|     ~   |     ~   |13.55    |     ~   |     ~   |F              |   1|   0
814 |CHSS 606                           |*  |09 17 07.1851468488 +29 23 29.985814068|     ~   |     ~   |14.68    |     ~   |     ~   |F              |   1|   0
815 |TYC 1957-713-1                     |*  |09 15 32.2462486416 +28 19 12.636127452|     ~   |11.83    |11.55    |     ~   |     ~   |F              |   2|   0
816 |TYC 1957-1469-1                    |*  |09 14 30.1609617816 +27 58 44.948942652|     ~   |12.16    |11.51    |     ~   |     ~   |F              |   3|   0
817 |CHSS 601                           |*  |09 16 31.2811524000 +28 53 49.093903788|     ~   |     ~   |14.12    |     ~   |     ~   |F              |   1|   0
818 |CHSS 602                           |*  |09 16 32.6413492848 +28 54 10.145772180|     ~   |     ~   |13.81    |     ~   |     ~   |F              |   1|   0
819 |CHSS 603                           |*  |09 16 41.6824441920 +27 51 36.584446500|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
820 |CHSS 605                           |*  |09 17 07.1749473144 +27 51 29.979196596|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
821 |CHSS 607                           |*  |09 18 29.1383956872 +29 13 36.052903092|     ~   |     ~   |14.51    |     ~   |     ~   |F              |   1|   0
822 |CHSS 610                           |*  |09 20 08.6901192432 +29 00 53.367867036|     ~   |     ~   |14.24    |     ~   |     ~   |F              |   1|   0
823 |CHSS 611                           |*  |09 20 21.1622251824 +28 55 20.763437160|     ~   |     ~   |14.86    |     ~   |     ~   |F              |   1|   0
824 |CHSS 613                           |*  |09 21 27.4010350152 +29 36 40.383572796|     ~   |     ~   |15.86    |     ~   |     ~   |F              |   1|   0
825 |TYC 1958-1060-1                    |*  |09 21 16.0016013024 +28 04 17.599612764|     ~   |11.59    |11.23    |     ~   |     ~   |F              |   3|   0
826 |CHSS 614                           |*  |09 22 02.0295164688 +29 11 47.618109312|     ~   |     ~   |15.77    |     ~   |     ~   |F              |   1|   0
827 |V* GN Cnc                          |RR*|09 16 04.4360856792 +20 04 23.393439336|9.070    |8.9      |8.730    |8.6      |     ~   |F              |  18|   0
828 |HD 79304                           |*  |09 13 39.1188025800 +11 08 44.569015728|     ~   |10.52    |10.15    |     ~   |     ~   |F              |   3|   0
829 |HD 79565                           |*  |09 15 15.2236304640 +11 12 54.192710664|     ~   |9.70     |9.32     |     ~   |     ~   |F              |   4|   0
830 |HD 79611                           |*  |09 15 05.5493651592 -03 50 53.723742720|     ~   |9.83     |9.44     |     ~   |     ~   |F              |   3|   0
831 |HD 79841                           |*  |09 16 02.2703278944 -14 01 50.544441192|     ~   |10.80    |10.53    |10.36    |9.98     |F              |   7|   0
832 |BD-22 2576                         |*  |09 20 26.3593903944 -22 51 46.659601836|     ~   |11.35    |10.59    |     ~   |     ~   |F              |   3|   0
833 |TYC 1958-236-1                     |*  |09 27 18.6194082720 +28 12 19.894982112|     ~   |11.40    |10.97    |     ~   |     ~   |F              |   3|   0
834 |CHSS 624                           |*  |09 24 23.5354242816 +28 58 33.118029552|     ~   |     ~   |13.57    |     ~   |     ~   |F              |   1|   0
835 |CHSS 628                           |*  |09 25 10.2464391288 +28 48 18.578653236|     ~   |     ~   |12.97    |     ~   |     ~   |F              |   1|   0
836 |CHSS 630                           |*  |09 25 15.9095880840 +28 57 24.611058828|     ~   |     ~   |12.93    |     ~   |     ~   |F              |   1|   0
837 |CHSS 635                           |*  |09 26 15.7463772336 +28 53 27.504951648|     ~   |     ~   |15.71    |     ~   |     ~   |F              |   1|   0
838 |CHSS 637                           |*  |09 27 30.7687087200 +29 32 16.165495860|     ~   |     ~   |15.45    |     ~   |     ~   |F              |   1|   0
839 |TYC 1958-73-1                      |*  |09 29 16.8732881400 +28 50 52.166319540|     ~   |12.86    |12.96    |     ~   |     ~   |F              |   2|   0
840 |CHSS 646                           |*  |09 29 51.8051915208 +29 07 42.101817852|     ~   |     ~   |12.46    |     ~   |     ~   |F              |   1|   0
841 |CHSS 650                           |*  |09 31 33.5929774512 +28 24 09.183831264|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
842 |CHSS 655                           |*  |09 32 41.6417873640 +29 00 01.829111040|     ~   |     ~   |13.02    |     ~   |     ~   |F              |   1|   0
843 |CHSS 660                           |*  |09 33 27.2150452464 +29 27 02.482928100|     ~   |     ~   |12.33    |     ~   |     ~   |F              |   1|   0
844 |CHSS 616                           |*  |09 23 05.7273452088 +29 22 14.732175252|     ~   |     ~   |16.30    |     ~   |     ~   |F              |   1|   0
845 |CHSS 625                           |*  |09 24 27.4215354192 +29 36 30.393895572|     ~   |     ~   |13.85    |     ~   |     ~   |F              |   1|   0
846 |ATO J141.3154+29.0780              |EB?|09 25 15.7058658744 +29 04 41.108423700|     ~   |     ~   |12.87    |     ~   |     ~   |F              |   2|   0
847 |CHSS 631                           |*  |09 25 36.7800389136 +29 38 11.348247480|     ~   |     ~   |13.70    |     ~   |     ~   |F              |   1|   0
848 |2MASS J09283078+2906312            |Pe*|09 28 30.7870459824 +29 06 31.406505732|     ~   |     ~   |16.30    |     ~   |     ~   |F              |   2|   0
849 |CHSS 649                           |*  |09 31 06.0249907728 +28 53 19.384222596|     ~   |     ~   |14.58    |     ~   |     ~   |F              |   1|   0
850 |CHSS 654                           |*  |09 32 20.0752518264 +29 22 22.035712188|     ~   |     ~   |13.68    |     ~   |     ~   |F              |   1|   0
851 |TYC 1965-825-1                     |*  |09 32 50.6192731152 +28 22 30.231345036|     ~   |13.09    |11.94    |     ~   |     ~   |F              |   2|   0
852 |CHSS 659                           |*  |09 32 58.7629246128 +29 23 34.565847360|     ~   |     ~   |13.34    |     ~   |     ~   |F              |   1|   0
853 |CHSS 661                           |*  |09 33 40.0579116048 +28 48 30.655372212|     ~   |     ~   |13.53    |     ~   |     ~   |F              |   1|   0
854 |CHSS 652                           |*  |09 32 00.5596485696 +28 01 40.121215284|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
855 |HD 82250                           |*  |09 31 12.9880985856 +12 39 02.012497308|     ~   |10.10    |9.70     |     ~   |     ~   |F              |   3|   0
856 |BD+36 1974                         |*  |09 34 11.7297321984 +36 21 14.950156428|     ~   |9.05     |8.63     |     ~   |     ~   |F              |   3|   0
857 |HD 83144                           |*  |09 37 13.3830607224 +31 14 58.546837608|     ~   |9.73     |9.46     |     ~   |     ~   |F              |   4|   0
858 |CHSS 665                           |*  |09 34 06.5360895312 +29 38 07.263790908|     ~   |     ~   |13.93    |     ~   |     ~   |F              |   1|   0
859 |CHSS 666                           |*  |09 35 36.8451524304 +29 42 14.319434340|     ~   |     ~   |14.54    |     ~   |     ~   |F              |   1|   0
860 |CHSS 667                           |*  |09 35 37.0082251176 +28 50 11.814480852|     ~   |     ~   |16.40    |     ~   |     ~   |F              |   1|   0
861 |CHSS 669                           |*  |09 36 13.6469294064 +29 25 41.573738748|     ~   |     ~   |13.30    |     ~   |     ~   |F              |   1|   0
862 |CHSS 671                           |*  |09 36 29.3085144288 +29 04 30.320068404|     ~   |     ~   |15.62    |     ~   |     ~   |F              |   1|   0
863 |CHSS 673                           |*  |09 37 12.0915856656 +29 26 36.470600628|     ~   |     ~   |15.61    |     ~   |     ~   |F              |   1|   0
864 |CHSS 674                           |*  |09 37 47.9 +29 03 14                   |     ~   |     ~   |13.44    |     ~   |     ~   |F              |   1|   0
865 |CHSS 677                           |*  |09 38 30.1447542264 +29 21 44.534668284|     ~   |     ~   |13.07    |     ~   |     ~   |F              |   1|   0
866 |CHSS 679                           |*  |09 38 54.8820697776 +29 20 13.984646172|     ~   |     ~   |13.45    |     ~   |     ~   |F              |   1|   0
867 |CHSS 682                           |*  |09 40 00.4544636832 +28 50 23.631634572|     ~   |     ~   |13.68    |     ~   |     ~   |F              |   1|   0
868 |CHSS 684                           |*  |09 41 25.4362695912 +29 10 06.276144360|     ~   |     ~   |15.90    |     ~   |     ~   |F              |   1|   0
869 |CHSS 688                           |*  |09 43 25.8447140328 +29 34 01.923997872|     ~   |     ~   |13.45    |     ~   |     ~   |F              |   1|   0
870 |HD 83556                           |*  |09 40 03.6484583856 +28 18 07.642439820|     ~   |9.93     |9.70     |     ~   |     ~   |F              |   2|   0
871 |HD 83478                           |*  |09 39 08.3130910320 +17 28 04.738729296|     ~   |9.06     |8.61     |     ~   |     ~   |F              |  11|   0
872 |BD-22 2695                         |*  |09 43 06.1188120336 -23 16 37.928331228|     ~   |10.80    |9.97     |     ~   |     ~   |F              |   5|   0
873 |CHSS 690                           |*  |09 45 23.3909323728 +29 09 34.656099264|     ~   |     ~   |13.35    |     ~   |     ~   |F              |   1|   0
874 |CHSS 691                           |*  |09 45 54.9308495064 +29 36 45.317791800|     ~   |     ~   |12.40    |     ~   |     ~   |F              |   1|   0
875 |CHSS 692                           |*  |09 47 16.8603784584 +29 42 59.475262860|     ~   |     ~   |16.27    |     ~   |     ~   |F              |   1|   0
876 |CHSS 695                           |*  |09 48 46.8511739112 +29 26 03.491768832|     ~   |     ~   |15.42    |     ~   |     ~   |F              |   1|   0
877 |CHSS 697                           |*  |09 48 54.0742876176 +29 27 00.497730276|     ~   |     ~   |13.50    |     ~   |     ~   |F              |   2|   0
878 |TYC 1966-190-1                     |*  |09 51 18.6962646336 +29 30 56.644598556|     ~   |12.56    |12.00    |12.2     |     ~   |F              |   4|   0
879 |CHSS 696                           |*  |09 48 48.5444141424 +28 59 37.327733304|     ~   |     ~   |15.90    |     ~   |     ~   |F              |   1|   0
880 |CHSS 698                           |*  |09 49 32.3126831496 +29 00 35.887373280|     ~   |     ~   |14.19    |     ~   |     ~   |F              |   2|   0
881 |CHSS 699                           |*  |09 49 59.1547451520 +29 09 22.861289484|     ~   |     ~   |16.35    |     ~   |     ~   |F              |   1|   0
882 |CHSS 707                           |*  |09 55 03.6341964264 +29 16 49.677529476|     ~   |     ~   |16.09    |     ~   |     ~   |F              |   1|   0
883 |CHSS 708                           |*  |09 55 34.9266392832 +29 42 56.379170052|     ~   |     ~   |14.49    |     ~   |     ~   |F              |   2|   0
884 |CHSS 693                           |*  |09 47 17.4 +28 03 58                   |     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
885 |TYC 1967-861-1                     |*  |09 54 28.1683905408 +28 37 54.952833108|     ~   |11.13    |10.85    |     ~   |     ~   |F              |   2|   0
886 |CHSS 704                           |*  |09 53 56.3105008008 +29 29 16.516391820|     ~   |     ~   |14.62    |     ~   |     ~   |F              |   3|   0
887 |Case A-F 509                       |*  |09 58 23.2330860389 +32 23 07.188568389|     ~   |16.47    |16.18    |     ~   |     ~   |F              |   6|   1
888 |TYC 1967-331-1                     |*  |09 58 16.6345005240 +29 39 47.059477668|     ~   |12.43    |12.12    |     ~   |     ~   |F              |   2|   0
889 |CHSS 715                           |*  |09 59 02.6508843024 +28 57 23.433787008|     ~   |     ~   |16.46    |     ~   |     ~   |F              |   1|   0
890 |CHSS 716                           |PM*|10 00 44.9527124928 +29 20 04.272638208|     ~   |     ~   |14.41    |     ~   |     ~   |F              |   1|   0
891 |CHSS 717                           |*  |10 01 18.3711707304 +29 18 31.197267504|     ~   |     ~   |13.49    |     ~   |     ~   |F              |   1|   0
892 |TYC 1967-843-1                     |*  |10 02 08.4479239272 +28 24 58.420298268|     ~   |11.40    |10.92    |     ~   |     ~   |F              |   3|   0
893 |CHSS 721                           |*  |10 02 31.3511271504 +29 37 19.742927880|     ~   |     ~   |14.52    |     ~   |     ~   |F              |   1|   0
894 |CHSS 728                           |*  |10 06 32.8532515416 +29 29 08.393818056|     ~   |     ~   |16.33    |     ~   |     ~   |F              |   2|   0
895 |CHSS 727                           |*  |10 06 32.9026957992 +29 20 52.746707292|     ~   |     ~   |14.29    |     ~   |     ~   |F              |   1|   0
896 |CHSS 729                           |*  |10 07 06.6494068800 +28 49 38.375668776|     ~   |     ~   |13.41    |     ~   |     ~   |F              |   1|   0
897 |EC 09561-1334                      |*  |09 58 32.1336818040 -13 48 29.242295460|     ~   |16.10    |15.57    |15.58    |     ~   |F              |   1|   0
898 |HS 1013+3804                       |*  |10 16 00.0 +37 48 00                   |     ~   |17.7     |     ~   |     ~   |     ~   |F              |   2|   0
899 |CHSS 730                           |*  |10 07 31.1108883624 +29 15 22.690609236|     ~   |     ~   |15.62    |     ~   |     ~   |F              |   1|   0
900 |CHSS 731                           |*  |10 07 58.8404911152 +29 02 32.005569444|     ~   |     ~   |13.82    |     ~   |     ~   |F              |   1|   0
901 |TYC 1974-519-1                     |*  |10 08 13.0622029584 +29 20 25.058225544|     ~   |12.59    |12.50    |     ~   |     ~   |F              |   2|   0
902 |CHSS 733                           |*  |10 09 05.0049754920 +29 26 11.752402524|     ~   |     ~   |15.43    |     ~   |     ~   |F              |   1|   0
903 |CHSS 734                           |*  |10 09 14.4419938440 +28 45 42.163509132|     ~   |     ~   |16.24    |     ~   |     ~   |F              |   1|   0
904 |CHSS 738                           |*  |10 10 36.8917295568 +28 40 33.961684800|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
905 |CHSS 740                           |*  |10 11 36.2404190688 +29 20 38.837746788|     ~   |     ~   |16.17    |     ~   |     ~   |F              |   1|   0
906 |CHSS 745                           |*  |10 12 19.0123546584 +28 50 10.612634892|     ~   |     ~   |13.59    |     ~   |     ~   |F              |   1|   0
907 |CHSS 747                           |*  |10 13 45.6231056712 +29 16 42.261068316|     ~   |     ~   |13.67    |     ~   |     ~   |F              |   1|   0
908 |CHSS 751                           |*  |10 16 54.2346898368 +28 59 31.084607940|     ~   |     ~   |12.54    |     ~   |     ~   |F              |   1|   0
909 |CHSS 753                           |*  |10 18 28.6885837104 +29 29 47.397418944|     ~   |     ~   |14.07    |     ~   |     ~   |F              |   1|   0
910 |CHSS 739                           |*  |10 11 02.6815701720 +29 26 16.429847064|     ~   |     ~   |14.69    |     ~   |     ~   |F              |   1|   0
911 |CHSS 746                           |*  |10 12 40.7041423968 +29 04 16.578172992|     ~   |     ~   |14.90    |     ~   |     ~   |F              |   1|   0
912 |CHSS 749                           |*  |10 15 58.4697272424 +28 54 03.657081672|     ~   |     ~   |13.37    |     ~   |     ~   |F              |   1|   0
913 |CHSS 752                           |*  |10 18 19.8959608344 +29 09 32.360260284|     ~   |     ~   |14.57    |     ~   |     ~   |F              |   1|   0
914 |CHSS 743                           |*  |10 11 52.5668403384 +28 00 35.096769288|     ~   |     ~   |     ~   |     ~   |     ~   |F              |   1|   0
915 |HD 88776                           |*  |10 14 40.2661681464 +16 46 08.896795104|     ~   |9.61     |9.34     |     ~   |     ~   |F              |   2|   0
916 |HD 88281                           |** |10 11 08.9678546425 +15 31 19.442550713|     ~   |9.61     |9.34     |     ~   |     ~   |F              |   3|   0
917 |HD 88213                           |*  |10 10 34.4655840096 +12 55 16.490419752|     ~   |9.70     |9.25     |     ~   |     ~   |F              |   3|   0
918 |HD 89352                           |*  |10 18 25.0734671568 -13 20 58.391720844|     ~   |10.30    |10.056   |9.84     |9.591    |F              |  11|   0
919 |BD-22 2890                         |*  |10 18 39.9975964512 -23 11 42.444898908|     ~   |10.28    |9.80     |     ~   |     ~   |F              |   4|   0
920 |BD+39 2345                         |PM*|10 24 05.1958682376 +39 04 50.272118328|     ~   |9.40     |8.89     |     ~   |     ~   |F              |   3|   0
921 |HD 90760                           |*  |10 29 27.0110895240 +36 43 52.145261796|     ~   |9.84     |9.53     |     ~   |     ~   |F              |   4|   0
922 |CHSS 762                           |*  |10 25 33.5982048456 +29 23 33.086746356|     ~   |     ~   |13.93    |     ~   |     ~   |F              |   1|   0
923 |CHSS 755                           |*  |10 20 50.8493580168 +29 09 03.789087444|     ~   |     ~   |13.66    |     ~   |     ~   |F              |   1|   0
924 |TYC 1975-558-1                     |*  |10 24 28.0044792720 +28 21 32.143859964|     ~   |12.65    |11.73    |     ~   |     ~   |F              |   2|   0
925 |HD 90360                           |*  |10 26 11.8028280168 +20 16 34.173294924|     ~   |9.52     |9.11     |8.9      |     ~   |F              |   6|   0
926 |BD+40 2357                         |*  |10 41 07.8306355392 +39 18 56.025351000|     ~   |11.497   |10.966   |10.912   |     ~   |F              |   1|   0
927 |GSC 01976-00077                    |*  |10 30 13.3855726608 +29 20 25.878352128|     ~   |14.26    |13.78    |     ~   |     ~   |F              |   2|   0
928 |CHSS 3                             |*  |10 31 11.7423305040 +29 16 23.345071752|     ~   |     ~   |14.67    |     ~   |     ~   |F              |   1|   0
929 |CHSS 5                             |*  |10 31 23.4496183080 +29 35 17.425073904|     ~   |     ~   |13.72    |     ~   |     ~   |F              |   1|   0
930 |CHSS 7                             |*  |10 32 15.4 +29 41 07                   |     ~   |     ~   |14.53    |     ~   |     ~   |F              |   1|   0
931 |CHSS 8                             |*  |10 32 36.9329499600 +29 33 12.782560788|     ~   |     ~   |13.94    |     ~   |     ~   |F              |   1|   0
932 |CHSS 10                            |*  |10 33 59.2546403208 +29 39 44.988070032|     ~   |     ~   |13.92    |     ~   |     ~   |F              |   1|   0
933 |CHSS 13                            |*  |10 35 18.5346537024 +29 24 14.827193712|     ~   |     ~   |12.69    |     ~   |     ~   |F              |   1|   0
934 |CHSS 17                            |*  |10 35 54.2 +29 22 56                   |     ~   |     ~   |13.13    |     ~   |     ~   |F              |   1|   0
935 |CHSS 19                            |*  |10 36 23.8 +29 17 34                   |     ~   |     ~   |15.46    |     ~   |     ~   |F              |   1|   0
936 |TYC 1979-167-1                     |*  |10 36 42.0370893000 +29 26 40.596115164|     ~   |12.84    |13.00    |     ~   |     ~   |F              |   2|   0
937 |CHSS 25                            |*  |10 37 25.9661326272 +29 22 39.843787944|     ~   |     ~   |12.84    |     ~   |     ~   |F              |   1|   0
938 |CHSS 32                            |*  |10 38 50.5344457944 +29 34 31.422673632|     ~   |     ~   |14.57    |     ~   |     ~   |F              |   1|   0
939 |CHSS 35                            |*  |10 39 55.1764719528 +29 33 56.650460508|     ~   |     ~   |15.26    |     ~   |     ~   |F              |   1|   0
940 |CHSS 2                             |*  |10 31 03.5347528656 +29 24 39.608254584|     ~   |     ~   |13.17    |     ~   |     ~   |F              |   1|   0
941 |CHSS 4                             |*  |10 31 19.8228611520 +29 22 23.841590124|     ~   |     ~   |14.85    |     ~   |     ~   |F              |   1|   0
942 |CHSS 15                            |*  |10 35 43.5065817504 +29 38 39.335460612|     ~   |     ~   |13.20    |     ~   |     ~   |F              |   1|   0
943 |CHSS 18                            |*  |10 36 01.9468511520 +29 28 30.311609016|     ~   |     ~   |14.90    |     ~   |     ~   |F              |   1|   0
944 |CHSS 20                            |*  |10 36 24.5514948096 +29 32 43.458933516|     ~   |     ~   |13.55    |     ~   |     ~   |F              |   1|   0
945 |CHSS 22                            |*  |10 37 08.4157403472 +29 37 22.001328804|     ~   |     ~   |13.93    |     ~   |     ~   |F              |   1|   0
946 |CHSS 31                            |*  |10 38 38.1538024848 +29 28 59.842285752|     ~   |     ~   |13.19    |     ~   |     ~   |F              |   1|   0
947 |CHSS 34                            |*  |10 39 24.7115627328 +29 28 14.923490556|     ~   |     ~   |14.38    |     ~   |     ~   |F              |   1|   0
948 |CHSS 36                            |*  |10 41 09.1452615000 +29 37 47.417104632|     ~   |     ~   |13.06    |     ~   |     ~   |F              |   1|   0
949 |CHSS 24                            |*  |10 37 22.9454342304 +29 01 20.906727600|     ~   |     ~   |13.17    |     ~   |     ~   |F              |   1|   0
950 |CHSS 26                            |*  |10 37 34.8561861936 +28 52 29.093862144|     ~   |     ~   |13.74    |     ~   |     ~   |F              |   1|   0
951 |CHSS 29                            |*  |10 38 09.6607841328 +29 17 35.153571696|     ~   |     ~   |14.74    |     ~   |     ~   |F              |   1|   0
